model,block,exp,config_id,payoff,sigma_delta,mu_delta,Delta,b_Delta,J_hat,S_hat,empirical_mr,theory_mr,corrected,ratio_corrected,ratio_b5_raw
heston,Exp05_axis,exp05_axis,Exp05ax-rho5,ATM,0.001456,-0.00408201,-0.0018673829999737428,-0.002214627000026257,2.189806964833065e-06,0.002214627000026257,0.00420017,0.0040842,0.0019833531930089094,1.0621030570787018,1.0284
heston,Exp05_axis,exp05_axis,Exp05ax-rho5,OTM_K110,0.001398,-0.00663911,-0.004604974984577601,-0.002034135015422399,5.57454287728315e-10,0.002034135015422399,0.0067405,0.00663911,0.0047063644271233135,1.0220173709705858,1.0153
heston,Exp05_axis,exp05_axis,Exp05ax-rho5,OTM_K125,0.001242,-0.00941198,-0.007614882786880206,-0.0017970972131197945,5.563008428803106e-18,0.0017970972131197945,0.00950319,0.00941198,0.0077060927868802,1.0119778600081857,1.0097
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s1,ATM,7.9e-05,-0.00054953,-0.00048392969150235876,-6.560030849764125e-05,3.824143540838357e-17,6.560030849764125e-05,0.00054452,0.00054953,0.00047891969150232053,0.9896472564341223,0.9909
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s1,OTM_K110,7.7e-05,-0.00056551,-0.0005029350999220488,-6.257490007795122e-05,2.094963559293457e-18,6.257490007795122e-05,0.0005619,0.00056551,0.0004993250999220468,0.9928221354990704,0.9936
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s1,OTM_K125,6.5e-05,-0.00052,-0.00046400666494547714,-5.599333505452281e-05,9.815341135525916e-21,5.599333505452281e-05,0.00051749,0.00052,0.0004614966649454772,0.9945905949426505,0.9952
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s2,ATM,0.000157,-0.00109583,-0.0009625748470418855,-0.00013325515295811437,6.40014481045009e-17,0.00013325515295811437,0.00108612,0.00109583,0.0009528648470418218,0.9899124727496217,0.9911
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s2,OTM_K110,0.000152,-0.00112745,-0.0010004744825848624,-0.00012697551741513752,2.365201735316494e-18,0.00012697551741513752,0.00112025,0.00112745,0.00099327448258486,0.9928034146544146,0.9936
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s2,OTM_K125,0.000129,-0.00103729,-0.0009236600860937628,-0.00011362991390623711,1.3883135630181763e-20,0.00011362991390623711,0.00103184,0.00103729,0.0009182100860937629,0.9940995609942955,0.9947
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s4,ATM,0.000292,-0.00218012,-0.001904346306473131,-0.00027577369352686874,3.1224969015772165e-18,0.00027577369352686874,0.00215528,0.00218012,0.001879506306473128,0.9869561539749527,0.9886
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s4,OTM_K110,0.000283,-0.00224196,-0.0019796992177698986,-0.0002622607822301013,8.094262273371517e-20,0.0002622607822301013,0.00222195,0.00224196,0.0019596892177698986,0.9898924039468273,0.9911
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s4,OTM_K125,0.000242,-0.00206439,-0.0018301104419594983,-0.00023427955804050183,4.025980076768367e-22,0.00023427955804050183,0.00204844,0.00206439,0.001814160441959498,0.9912846789820386,0.9923
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s8,ATM,0.000507,-0.00431672,-0.00372805888032291,-0.0005886611196770897,9.727015959490504e-22,0.0005886611196770897,0.00417773,0.00431672,0.0035890688803229104,0.9627178635150847,0.9678
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s8,OTM_K110,0.000494,-0.004438,-0.0038769706207825473,-0.0005610293792174528,1.4046448879030796e-23,0.0005610293792174528,0.00430936,0.004438,0.003748330620782547,0.9668194545219342,0.971
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s8,OTM_K125,0.000427,-0.00409482,-0.0035929822738673275,-0.0005018377261326724,3.850742052287887e-26,0.0005018377261326724,0.00398437,0.00409482,0.0034825322738673277,0.9692595199249018,0.973
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s16,ATM,0.000883,-0.00828652,-0.007152611283947286,-0.001133908716052714,5.819643002945345e-25,0.001133908716052714,0.00799231,0.00828652,0.006858401283947287,0.9588667707050851,0.9645
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s16,OTM_K110,0.000858,-0.00852803,-0.0074432484809984064,-0.0010847815190015942,2.374057623728493e-27,0.0010847815190015942,0.00825135,0.00852803,0.007166568480998405,0.9628280581111422,0.9676
heston,Exp05_diag,exp05_diag,Exp05dg-vkappa_s16,OTM_K125,0.000754,-0.00790875,-0.006929215126010384,-0.0009795348739896166,6.850743704947438e-30,0.0009795348739896166,0.00766925,0.00790875,0.006689715126010383,0.965436200833052,0.9697
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s1,ATM,9.5e-05,-0.00081299,-0.0007229334174288466,-9.005658257115335e-05,1.2444832056861131e-22,9.005658257115335e-05,0.00080701,0.00081299,0.0007169534174288467,0.9917281455583169,0.9926
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s1,OTM_K110,9e-05,-0.00082862,-0.0007439889092044596,-8.463109079554041e-05,3.2084796540274135e-25,8.463109079554041e-05,0.00082397,0.00082862,0.0007393389092044596,0.9937499068299659,0.9944
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s1,OTM_K125,7.4e-05,-0.00075412,-0.0006797687310473581,-7.43512689526419e-05,1.553445420035479e-29,7.43512689526419e-05,0.00075073,0.00075412,0.0006763787310473581,0.9950130097999994,0.9955
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s2,ATM,0.000185,-0.00162839,-0.0014420972954925124,-0.00018629270450748752,2.7534923249747065e-23,0.00018629270450748752,0.00161809,0.00162839,0.0014317972954925125,0.9928576247717861,0.9937
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s2,OTM_K110,0.000176,-0.00165922,-0.0014842732001648616,-0.00017494679983513848,7.681653747120142e-26,0.00017494679983513848,0.00165156,0.00165922,0.0014766132001648616,0.9948392250165609,0.9954
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s2,OTM_K125,0.000145,-0.00151092,-0.0013573914164517523,-0.0001535285835482477,2.7430709750795824e-30,0.0001535285835482477,0.00150545,0.00151092,0.0013519214164517523,0.9959702117357581,0.9964
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s4,ATM,0.000354,-0.00326052,-0.0028693431648012975,-0.0003911768351987023,1.2197028929057824e-24,0.0003911768351987023,0.00320631,0.00326052,0.0028151331648012977,0.9811071743997014,0.9834
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s4,OTM_K110,0.000337,-0.00332116,-0.002953937947612135,-0.00036722205238786526,2.184784879014145e-27,0.00036722205238786526,0.00327398,0.00332116,0.002906757947612135,0.9840281005096472,0.9858
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s4,OTM_K125,0.000282,-0.00302828,-0.0027062387795096184,-0.0003220412204903815,1.7319062789156026e-31,0.0003220412204903815,0.00299063,0.00302828,0.0026685887795096187,0.986087702132913,0.9876
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s8,ATM,0.00068,-0.00647508,-0.005680978378194453,-0.0007941016218055473,1.185726337250999e-25,0.0007941016218055473,0.00631025,0.00647508,0.0055161483781944525,0.9709856315185648,0.9745
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s8,OTM_K110,0.000648,-0.00659853,-0.00585101676401042,-0.0007475132359895803,1.476449506139345e-28,0.0007475132359895803,0.00644672,0.00659853,0.00569920676401042,0.9740540822009291,0.977
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s8,OTM_K125,0.000551,-0.00603644,-0.005378599947876028,-0.0006578400521239716,3.097196760989237e-32,0.0006578400521239716,0.00591233,0.00603644,0.005254489947876029,0.9769252219531572,0.9794
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s16,ATM,0.001178,-0.01242012,-0.011143656004000002,-0.001276463995999998,5.983738741365928e-30,0.001276463995999998,0.01230076,0.01242012,0.011024296004000003,0.9892889730302914,0.9904
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s16,OTM_K110,0.001127,-0.01269183,-0.011486288527699827,-0.0012055414723001721,2.0009124727302938e-33,0.0012055414723001721,0.01258865,0.01269183,0.011383108527699828,0.991017115776678,0.9919
heston,Exp05_diag,exp05_diag,Exp05dg-vomega_s16,OTM_K125,0.000975,-0.01170445,-0.01062433317364576,-0.0010801168263542393,2.694188164849123e-37,0.0010801168263542393,0.01163176,0.01170445,0.01055164317364576,0.9931581588404709,0.9938
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s1,ATM,3.5e-05,-0.00029402,-0.00027549650434537326,-1.8523495654626716e-05,1.8020797721556587e-22,1.8523495654626716e-05,0.00029273,0.00029402,0.0002742065043453733,0.995317544942847,0.9956
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s1,OTM_K110,3.4e-05,-0.00027504,-0.00025674004220912203,-1.8299957790877963e-05,2.448150638346781e-21,1.8299957790877963e-05,0.00027484,0.00027504,0.00025654004220912203,0.9992210019197664,0.9993
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s1,OTM_K125,2.9e-05,-0.00022384,-0.0002079240909724713,-1.5915909027528705e-05,4.2810188732148443e-20,1.5915909027528705e-05,0.00022486,0.00022384,0.00020894409097247125,1.0049056364523676,1.0046
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s2,ATM,7e-05,-0.00058676,-0.0005498309322783433,-3.692906772165662e-05,4.21951686642347e-22,3.692906772165662e-05,0.00058468,0.00058676,0.0005477509322783433,0.9962170189454764,0.9965
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s2,OTM_K110,6.8e-05,-0.00054924,-0.0005124054095962079,-3.6834590403792065e-05,5.4263191160027584e-21,3.6834590403792065e-05,0.00054909,0.00054924,0.000512255409596208,0.999707263043694,0.9997
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s2,OTM_K125,5.8e-05,-0.00044754,-0.0004151019026576212,-3.243809734237882e-05,8.728239462045477e-20,3.243809734237882e-05,0.00044941,0.00044754,0.0004169719026576211,1.0045049179202203,1.0042
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s4,ATM,0.000135,-0.00116712,-0.0010950426362524607,-7.207736374753929e-05,8.166906490591022e-23,7.207736374753929e-05,0.00116635,0.00116712,0.0010942726362524607,0.9992968310324106,0.9993
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s4,OTM_K110,0.00013,-0.00109315,-0.001020538009032545,-7.2611990967455e-05,6.231944596226494e-22,7.2611990967455e-05,0.00109605,0.00109315,0.001023438009032545,1.0028416384047756,1.0027
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s4,OTM_K125,0.000112,-0.00089208,-0.0008272323653019258,-6.484763469807419e-05,2.255239932984947e-20,6.484763469807419e-05,0.00089775,0.00089208,0.0008329023653019258,1.0068541805638016,1.0064
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s8,ATM,0.000258,-0.00230942,-0.002171850611094357,-0.00013756938890564308,9.893098157719186e-24,0.00013756938890564308,0.00231705,0.00230942,0.002179480611094357,1.0035131329756404,1.0033
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s8,OTM_K110,0.000247,-0.00216542,-0.0020242025946818304,-0.00014121740531816956,5.0484145802341295e-23,0.00014121740531816956,0.00217927,0.00216542,0.0020380525946818305,1.0068422004973159,1.0064
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s8,OTM_K125,0.000211,-0.0017715,-0.0016427016880245966,-0.00012879831197540347,1.1326885124633015e-21,0.00012879831197540347,0.00178868,0.0017715,0.0016598816880245965,1.0104583809253032,1.0097
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s16,ATM,0.0004,-0.00456242,-0.004272509218954932,-0.000289910781045068,1.3475810654368899e-34,0.000289910781045068,0.00450628,0.00456242,0.004216369218954932,0.9868601804880991,0.9877
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s16,OTM_K110,0.000377,-0.00428864,-0.003982476414364777,-0.00030616358563522253,1.803957732636853e-34,0.00030616358563522253,0.00424608,0.00428864,0.003939916414364778,0.9893131821580949,0.9901
heston,Exp05_diag,exp05_diag,Exp05dg-vxi_s16,OTM_K125,0.000318,-0.00352655,-0.0032391952008951523,-0.0002873547991048475,3.969606187965994e-33,0.0002873547991048475,0.0035004,0.00352655,0.0032130452008951524,0.9919270070563289,0.9926
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s1,ATM,5.4e-05,-0.00011971,-0.00010156442442614023,-1.814557557385977e-05,5.030299595405923e-07,1.814557557385977e-05,0.00012652,0.00012019,0.00010787139446659963,1.0620982206721996,1.0527
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s1,OTM_K110,5.4e-05,-0.00010566,-8.804238309462478e-05,-1.7617616905375217e-05,1.0291019263125427e-06,1.7617616905375217e-05,0.00011375,0.00010669,9.510328116831224e-05,1.0801988522516326,1.0662
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s1,OTM_K125,4.8e-05,-7.953e-05,-6.413984552351557e-05,-1.5390154476484433e-05,1.9487321905308827e-06,1.5390154476484433e-05,8.824e-05,8.153e-05,7.090111333298468e-05,1.1054144698086346,1.0823
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s2,ATM,0.000105,-0.00023799,-0.0002022428628531077,-3.5747137146892294e-05,8.476262915855111e-07,3.5747137146892294e-05,0.00024883,0.00023881,0.00021223523656152223,1.0494077940128457,1.042
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s2,OTM_K110,0.000105,-0.0002102,-0.00017532586058499107,-3.487413941500892e-05,1.7739680386427665e-06,3.487413941500892e-05,0.00022339,0.00021194,0.0001867418925463483,1.065113223589872,1.054
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s2,OTM_K125,9.3e-05,-0.00015851,-0.00012776222670280062,-3.074777329719938e-05,3.3651549604576965e-06,3.074777329719938e-05,0.00017297,0.00016193,0.0001388570717423429,1.0868397908041398,1.0682
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s4,ATM,0.000205,-0.00046678,-0.00040098199032125134,-6.579800967874868e-05,1.6056186940199806e-06,6.579800967874868e-05,0.00049002,0.0004684,0.00042261637162723133,1.053953498731071,1.0461
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s4,OTM_K110,0.000205,-0.00041213,-0.00034765027850763695,-6.447972149236308e-05,3.385459152165895e-06,6.447972149236308e-05,0.00044091,0.00041553,0.000373044819355471,1.0730462261006823,1.0611
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s4,OTM_K125,0.000182,-0.00031111,-0.0002534759254769492,-5.76340745230508e-05,6.505844941498584e-06,5.76340745230508e-05,0.0003414,0.00031764,0.00027726008053545063,1.0938320079658386,1.0748
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s8,ATM,0.000386,-0.00093116,-0.0007882642914275629,-0.00014289570857243714,2.023443919508738e-06,0.00014289570857243714,0.00093796,0.00093319,0.0007930408475080541,1.0060595870350042,1.0051
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s8,OTM_K110,0.000382,-0.00082499,-0.000683562570898886,-0.00014142742910111398,4.184895142718162e-06,0.00014142742910111398,0.00084427,0.00082921,0.0006986576757561679,1.0220829891803933,1.0182
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s8,OTM_K125,0.000336,-0.00062681,-0.0004989251236031282,-0.00012788487639687183,8.120985982349823e-06,0.00012788487639687183,0.00065471,0.00063497,0.0005187041376207783,1.039643251225375,1.0311
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s16,ATM,0.000634,-0.00182766,-0.0015241395659152251,-0.0003035204340847749,7.288090784464707e-07,0.0003035204340847749,0.00177213,0.00182839,0.0014678807568367785,0.9630881512844501,0.9692
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s16,OTM_K110,0.000621,-0.00162919,-0.0013222218800674288,-0.00030696811993257116,1.6866883825281308e-06,0.00030696811993257116,0.00158763,0.00163088,0.0012789751916849007,0.9672924120872038,0.9735
heston,Exp05_diag,exp05_diag,Exp05dg-kappaxi_s16,OTM_K125,0.000543,-0.00125193,-0.0009670326923041118,-0.0002848973076958883,3.911969770900103e-06,0.0002848973076958883,0.00122497,0.00125585,0.0009361607225332114,0.9680755676446234,0.9754
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s1,ATM,7.8e-05,-0.00044085,-0.00034906914531301485,-9.178085468698516e-05,2.0701392306128725e-13,9.178085468698516e-05,0.00043462,0.00044085,0.0003428391451060009,0.9821525325550402,0.9859
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s1,OTM_K110,7.6e-05,-0.00047017,-0.00038409464796654443,-8.607535203345557e-05,7.208066877268777e-15,8.607535203345557e-05,0.00046575,0.00047017,0.0003796746479593364,0.9884924196923643,0.9906
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s1,OTM_K125,6.6e-05,-0.00046061,-0.0003846491868173364,-7.596081318266365e-05,2.7075223411952195e-17,7.596081318266365e-05,0.00045825,0.00046061,0.0003822891868173093,0.993864539219349,0.9949
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s2,ATM,0.000159,-0.00088462,-0.0006974670075281874,-0.00018715299247181263,7.126611082522758e-13,0.00018715299247181263,0.00087533,0.00088462,0.0006881770068155262,0.9866803725303297,0.9895
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s2,OTM_K110,0.000153,-0.00094286,-0.0007674847549619442,-0.00017537524503805579,1.694732217941291e-14,0.00017537524503805579,0.00093693,0.00094286,0.0007615547549449969,0.9922734621390085,0.9937
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s2,OTM_K125,0.000134,-0.00092352,-0.000768892896513269,-0.00015462710348673107,1.0291414585814908e-16,0.00015462710348673107,0.00092081,0.00092352,0.000766182896513166,0.9964754518966268,0.9971
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s4,ATM,0.000294,-0.00177318,-0.0013922805957524622,-0.00038089940424753787,7.546177237290019e-14,0.00038089940424753787,0.00173628,0.00177318,0.0013553805956770003,0.9734967217182833,0.9792
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s4,OTM_K110,0.000284,-0.00188821,-0.001532180522602431,-0.00035602947739756907,1.2120941467357304e-15,0.00035602947739756907,0.00185873,0.00188821,0.0015027005226012189,0.9807594473586312,0.9844
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s4,OTM_K125,0.000247,-0.00184929,-0.0015361733956804056,-0.00031311660431959437,2.248246342273001e-18,0.00031311660431959437,0.00182824,0.00184929,0.0015151233956804035,0.9862971198048391,0.9886
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s8,ATM,0.00054,-0.00350418,-0.0027740735559890098,-0.0007301064440109902,6.873478923081396e-15,0.0007301064440109902,0.00340014,0.00350418,0.0026700335559821362,0.9624955871187124,0.9703
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s8,OTM_K110,0.000521,-0.00373506,-0.0030533135949372407,-0.0006817464050627594,5.2941074606627935e-17,0.0006817464050627594,0.00364579,0.00373506,0.0029640435949371876,0.9707629114323293,0.9761
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s8,OTM_K125,0.000457,-0.00366608,-0.0030658562176405233,-0.0006002237823594767,5.752793459638801e-20,0.0006002237823594767,0.00359835,0.00366608,0.0029981262176405235,0.9779082921076695,0.9815
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s16,ATM,0.000909,-0.00675039,-0.005507316612574375,-0.0012430733874256254,1.3226738124191377e-17,0.0012430733874256254,0.00661382,0.00675039,0.005370746612574362,0.9752020794141025,0.9798
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s16,OTM_K110,0.000879,-0.00722432,-0.006063432729412697,-0.0011608872705873036,2.137721794108739e-20,0.0011608872705873036,0.00711248,0.00722432,0.005951592729412696,0.9815550027532287,0.9845
heston,Exp05_diag,exp05_diag,Exp05dg-vrho_s16,OTM_K125,0.000781,-0.00713342,-0.0061056220847795295,-0.0010277979152204702,5.532130423218534e-24,0.0010277979152204702,0.00706098,0.00713342,0.0060331820847795295,0.9881355250957011,0.9898
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s1,ATM,0.00014,-0.00101419,-0.000844524518650793,-0.00016966548134920707,8.11231707686979e-18,0.00016966548134920707,0.00101727,0.00101419,0.0008476045186507849,1.003647022593154,1.003
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s1,OTM_K110,0.000135,-0.00103971,-0.000880305100684164,-0.00015940489931583592,2.282758439486642e-19,0.00015940489931583592,0.0010464,0.00103971,0.0008869951006841639,1.007599637892363,1.0064
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s1,OTM_K125,0.000116,-0.00096499,-0.0008249642839910644,-0.00014002571600893563,1.2047853203860666e-21,0.00014002571600893563,0.00097356,0.00096499,0.0008335342839910644,1.0103883285207689,1.0089
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s2,ATM,0.000275,-0.00203352,-0.0016862923335080034,-0.00034722766649199666,5.0966890885258575e-18,0.00034722766649199666,0.0020318,0.00203352,0.001684572333507998,0.9989800107811513,0.9992
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s2,OTM_K110,0.000267,-0.0020845,-0.0017582966810212389,-0.0003262033189787611,1.9402209293684656e-19,0.0003262033189787611,0.00208984,0.0020845,0.0017636366810212388,1.003037030131285,1.0026
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s2,OTM_K125,0.000232,-0.00193675,-0.0016497498337881304,-0.0002870001662118697,1.876750265484361e-21,0.0002870001662118697,0.00194597,0.00193675,0.0016589698337881303,1.005588726127542,1.0048
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s4,ATM,0.000519,-0.00406479,-0.003361701140462988,-0.0007030888595370125,3.0866085023319426e-19,0.0007030888595370125,0.00398403,0.00406479,0.003280941140462988,0.9759764486414526,0.9801
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s4,OTM_K110,0.000505,-0.00416872,-0.003507426864416717,-0.0006612931355832827,9.04635301769669e-21,0.0006612931355832827,0.00410371,0.00416872,0.0034424168644167173,0.9814650447427615,0.9844
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s4,OTM_K125,0.000441,-0.00388181,-0.003298663305671394,-0.000583146694328606,6.552953976220522e-23,0.000583146694328606,0.0038351,0.00388181,0.003251953305671394,0.9858397187977047,0.988
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s8,ATM,0.000887,-0.00798966,-0.006681019396949188,-0.001308640603050813,2.0274569413445724e-23,0.001308640603050813,0.00779217,0.00798966,0.006483529396949187,0.9704401397052997,0.9753
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s8,OTM_K110,0.000853,-0.00821807,-0.006978918807313973,-0.001239151192686026,4.967031257848039e-26,0.001239151192686026,0.00804496,0.00821807,0.006805808807313974,0.9751952981859342,0.9789
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s8,OTM_K125,0.000744,-0.00769846,-0.006593126966048181,-0.0011053330339518188,3.0368380376936433e-29,0.0011053330339518188,0.00756544,0.00769846,0.006460106966048181,0.9798244443516715,0.9827
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s16,ATM,0.001547,-0.01504841,-0.013200975738073831,-0.0018474342619261685,3.5878168176049035e-26,0.0018474342619261685,0.01501762,0.01504841,0.013170185738073832,0.9976675966526326,0.998
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s16,OTM_K110,0.001468,-0.01559284,-0.013819573229022709,-0.0017732667709772915,3.2049154431315586e-30,0.0017732667709772915,0.01557025,0.01559284,0.01379698322902271,0.9983653619669992,0.9986
heston,Exp05_diag,exp05_diag,Exp05dg-all5_s16,OTM_K125,0.001273,-0.01479719,-0.013163506249743728,-0.0016336837502562724,3.364646009648319e-35,0.0016336837502562724,0.01479414,0.01479719,0.013160456249743728,0.9997682988147585,0.9998
heston,Exp06,exp06,Exp06-G1,ATM,2.8e-05,-9.425e-05,-7.799070849744015e-05,-1.625929150255985e-05,5.534392130504197e-09,1.625929150255985e-05,9.473e-05,9.426e-05,7.846517410530964e-05,1.0060836171001712,1.005
heston,Exp06,exp06,Exp06-G1,OTM_K110,2.7e-05,-9.949e-05,-8.40478802954562e-05,-1.5442119704543795e-05,1.49083847401029e-09,1.5442119704543795e-05,0.00010043,9.949e-05,8.49863894569822e-05,1.011166363247078,1.0094
heston,Exp06,exp06,Exp06-G1,OTM_K125,2.4e-05,-9.426e-05,-8.043814603001351e-05,-1.3821853969986483e-05,4.71819719579829e-10,1.3821853969986483e-05,9.533e-05,9.426e-05,8.150767421029393e-05,1.013296280845177,1.0114
heston,Exp06,exp06,Exp06-G2,ATM,4.5e-05,-7.795e-05,-1.906725348162577e-05,-5.888274651837423e-05,1.5209759862003075e-06,5.888274651837423e-05,7.693e-05,7.95e-05,1.6526277495425466e-05,0.8667361301590224,0.9676
heston,Exp06,exp06,Exp06-G2,OTM_K110,4.5e-05,-0.00010181,-4.7177649888264174e-05,-5.463235011173583e-05,3.6764068041943696e-07,5.463235011173583e-05,0.00010192,0.00010215,4.692000920784474e-05,0.9945389250836013,0.9977
heston,Exp06,exp06,Exp06-G2,OTM_K125,4.1e-05,-0.00012769,-7.976021751919101e-05,-4.792978248080898e-05,2.0799981766755484e-08,4.792978248080898e-05,0.00012918,0.00012771,8.122941753742428e-05,1.0184202107758766,1.0115
heston,Exp06,exp06,Exp06-G3,ATM,0.000141,-0.0011264,-0.0009826491062722926,-0.0001437508937277075,2.33770154087969e-20,0.0001437508937277075,0.00112935,0.0011264,0.0009855991062722926,1.0030020889259148,1.0026
heston,Exp06,exp06,Exp06-G3,OTM_K110,0.000134,-0.00115133,-0.0010178196690084518,-0.00013351033099154828,1.2989015030089881e-22,0.00013351033099154828,0.00115633,0.00115133,0.0010228196690084516,1.0049124615609666,1.0043
heston,Exp06,exp06,Exp06-G3,OTM_K125,0.000112,-0.00105321,-0.0009372013093207466,-0.00011600869067925339,6.141815822503371e-26,0.00011600869067925339,0.00105889,0.00105321,0.0009428813093207467,1.0060605975936128,1.0054
heston,Exp06,exp06,Exp06-H1,ATM,1.1e-05,-3.761e-05,-3.123037771725506e-05,-6.37962228274494e-06,1.769837103386301e-09,6.37962228274494e-06,3.779e-05,3.762e-05,3.140860788015167e-05,1.0057069486802312,1.0047
heston,Exp06,exp06,Exp06-H1,OTM_K110,1.1e-05,-3.972e-05,-3.36560316382437e-05,-6.0639683617563e-06,8.230467037562633e-10,6.0639683617563e-06,4.006e-05,3.972e-05,3.3995208591539944e-05,1.0100777464480046,1.0087
heston,Exp06,exp06,Exp06-H1,OTM_K125,1e-05,-3.764e-05,-3.220823142472521e-05,-5.43176857527479e-06,3.9653955708172713e-10,5.43176857527479e-06,3.802e-05,3.764e-05,3.2587834885168125e-05,1.0117859144588581,1.01
heston,Exp06,exp06,Exp06-H2,ATM,0.000109,-0.00037523,-0.00031026809839892886,-6.496190160107114e-05,1.600289063442411e-08,6.496190160107114e-05,0.00037465,0.00037525,0.00030967209550829446,0.9980790713137768,0.9984
heston,Exp06,exp06,Exp06-H2,OTM_K110,0.000108,-0.00039616,-0.00033435860945863985,-6.180139054136016e-05,6.389076288965487e-09,6.180139054136016e-05,0.00039727,0.00039616,0.0003354622203823509,1.0033006804445619,1.0028
heston,Exp06,exp06,Exp06-H2,OTM_K125,9.5e-05,-0.00037566,-0.00032011281126333917,-5.5547188736660823e-05,1.6607276726475922e-09,5.5547188736660823e-05,0.00037748,0.00037566,0.0003219311505356666,1.0056803077176175,1.0049
