model,pair,layer,payoff_id,k,VR_k,predicted_VR,diff_pct
kou,C,A,call_k=+0.50,20,0.998463,0.998463,0.0
kou,C,A,call_k=+0.50,50,0.999541,0.999541,0.0
kou,C,A,call_k=+0.50,256,1.0,1.0,0.0
kou,C,A,call_k=+0.60,1,0.343674,0.343674,0.0
kou,C,A,call_k=+0.60,2,0.34796,0.34796,0.0
kou,C,A,call_k=+0.60,3,0.782976,0.782976,0.0
kou,C,A,call_k=+0.60,5,0.923466,0.923466,0.0
kou,C,A,call_k=+0.60,10,0.991536,0.991536,0.0
kou,C,A,call_k=+0.60,20,0.997843,0.997843,0.0
kou,C,A,call_k=+0.60,50,0.999351,0.999351,0.0
kou,C,A,call_k=+0.60,256,1.0,1.0,0.0
kou,C,A,call_k=+0.70,1,0.316189,0.316189,0.0
kou,C,A,call_k=+0.70,2,0.319314,0.319314,0.0
kou,C,A,call_k=+0.70,3,0.739589,0.739589,0.0
kou,C,A,call_k=+0.70,5,0.900393,0.900393,0.0
kou,C,A,call_k=+0.70,10,0.987556,0.987556,0.0
kou,C,A,call_k=+0.70,20,0.996848,0.996848,0.0
kou,C,A,call_k=+0.70,50,0.999031,0.999031,0.0
kou,C,A,call_k=+0.70,256,1.0,1.0,0.0
kou,C,A,put_k=-0.05,1,0.847463,0.847463,0.0
kou,C,A,put_k=-0.05,2,0.881507,0.881507,0.0
kou,C,A,put_k=-0.05,3,0.974987,0.974987,0.0
kou,C,A,put_k=-0.05,5,0.99786,0.99786,0.0
kou,C,A,put_k=-0.05,10,0.999826,0.999826,0.0
kou,C,A,put_k=-0.05,20,0.999971,0.999971,0.0
kou,C,A,put_k=-0.05,50,0.999993,0.999993,0.0
kou,C,A,put_k=-0.05,256,1.0,1.0,0.0
kou,C,A,put_k=-0.10,1,0.852341,0.852341,0.0
kou,C,A,put_k=-0.10,2,0.893273,0.893273,0.0
kou,C,A,put_k=-0.10,3,0.976775,0.976775,0.0
kou,C,A,put_k=-0.10,5,0.997845,0.997845,0.0
kou,C,A,put_k=-0.10,10,0.999826,0.999826,0.0
kou,C,A,put_k=-0.10,20,0.999971,0.999971,0.0
kou,C,A,put_k=-0.10,50,0.999993,0.999993,0.0
kou,C,A,put_k=-0.10,256,1.0,1.0,0.0
kou,C,A,put_k=-0.15,1,0.852435,0.852435,0.0
kou,C,A,put_k=-0.15,2,0.902395,0.902395,0.0
kou,C,A,put_k=-0.15,3,0.977731,0.977731,0.0
kou,C,A,put_k=-0.15,5,0.997761,0.997761,0.0
kou,C,A,put_k=-0.15,10,0.999822,0.999822,0.0
kou,C,A,put_k=-0.15,20,0.99997,0.99997,0.0
kou,C,A,put_k=-0.15,50,0.999993,0.999993,0.0
kou,C,A,put_k=-0.15,256,1.0,1.0,0.0
kou,C,A,put_k=-0.20,1,0.84789,0.84789,0.0
kou,C,A,put_k=-0.20,2,0.909255,0.909255,0.0
kou,C,A,put_k=-0.20,3,0.977827,0.977827,0.0
kou,C,A,put_k=-0.20,5,0.997628,0.997628,0.0
kou,C,A,put_k=-0.20,10,0.999814,0.999814,0.0
kou,C,A,put_k=-0.20,20,0.999969,0.999969,0.0
kou,C,A,put_k=-0.20,50,0.999993,0.999993,0.0
kou,C,A,put_k=-0.20,256,1.0,1.0,0.0
kou,C,A,put_k=-0.30,1,0.825543,0.825543,0.0
kou,C,A,put_k=-0.30,2,0.916952,0.916952,0.0
kou,C,A,put_k=-0.30,3,0.975128,0.975128,0.0
kou,C,A,put_k=-0.30,5,0.997256,0.997256,0.0
kou,C,A,put_k=-0.30,10,0.999786,0.999786,0.0
kou,C,A,put_k=-0.30,20,0.999963,0.999963,0.0
kou,C,A,put_k=-0.30,50,0.999991,0.999991,0.0
kou,C,A,put_k=-0.30,256,1.0,1.0,0.0
kou,C,A,put_k=-0.50,1,0.735751,0.735751,0.0
kou,C,A,put_k=-0.50,2,0.910462,0.910462,0.0
kou,C,A,put_k=-0.50,3,0.955243,0.955243,0.0
kou,C,A,put_k=-0.50,5,0.995522,0.995522,0.0
kou,C,A,put_k=-0.50,10,0.999615,0.999615,0.0
kou,C,A,put_k=-0.50,20,0.999932,0.999932,0.0
kou,C,A,put_k=-0.50,50,0.999984,0.999984,0.0
kou,C,A,put_k=-0.50,256,1.0,1.0,0.0
kou,C,A,put_k=-0.60,1,0.674136,0.674136,0.0
kou,C,A,put_k=-0.60,2,0.895898,0.895898,0.0
kou,C,A,put_k=-0.60,3,0.935931,0.935931,0.0
kou,C,A,put_k=-0.60,5,0.993011,0.993011,0.0
kou,C,A,put_k=-0.60,10,0.999411,0.999411,0.0
kou,C,A,put_k=-0.60,20,0.999896,0.999896,0.0
kou,C,A,put_k=-0.60,50,0.999976,0.999976,0.0
kou,C,A,put_k=-0.60,256,1.0,1.0,0.0
kou,C,A,put_k=-0.70,1,0.606238,0.606238,0.0
kou,C,A,put_k=-0.70,2,0.873149,0.873149,0.0
kou,C,A,put_k=-0.70,3,0.909269,0.909269,0.0
kou,C,A,put_k=-0.70,5,0.987859,0.987859,0.0
kou,C,A,put_k=-0.70,10,0.999084,0.999084,0.0
kou,C,A,put_k=-0.70,20,0.999831,0.999831,0.0
kou,C,A,put_k=-0.70,50,0.99996,0.99996,0.0
kou,C,A,put_k=-0.70,256,1.0,1.0,0.0
kou,D,A,call_k=+0.00,1,0.321098,0.321098,0.0
kou,D,A,call_k=+0.00,2,0.329434,0.329434,0.0
kou,D,A,call_k=+0.00,3,0.929338,0.929338,0.0
kou,D,A,call_k=+0.00,5,0.949993,0.949993,0.0
kou,D,A,call_k=+0.00,10,0.996628,0.996628,0.0
kou,D,A,call_k=+0.00,20,0.99905,0.99905,0.0
kou,D,A,call_k=+0.00,50,0.999748,0.999748,0.0
kou,D,A,call_k=+0.00,256,1.0,1.0,0.0
kou,D,A,call_k=+0.05,1,0.344221,0.344221,0.0
kou,D,A,call_k=+0.05,2,0.353075,0.353075,0.0
kou,D,A,call_k=+0.05,3,0.929147,0.929147,0.0
kou,D,A,call_k=+0.05,5,0.950693,0.950693,0.0
kou,D,A,call_k=+0.05,10,0.996635,0.996635,0.0
kou,D,A,call_k=+0.05,20,0.999047,0.999047,0.0
kou,D,A,call_k=+0.05,50,0.999747,0.999747,0.0
kou,D,A,call_k=+0.05,256,1.0,1.0,0.0
kou,D,A,call_k=+0.10,1,0.361384,0.361384,0.0
kou,D,A,call_k=+0.10,2,0.370543,0.370543,0.0
kou,D,A,call_k=+0.10,3,0.927434,0.927434,0.0
kou,D,A,call_k=+0.10,5,0.95097,0.95097,0.0
kou,D,A,call_k=+0.10,10,0.996605,0.996605,0.0
kou,D,A,call_k=+0.10,20,0.999031,0.999031,0.0
kou,D,A,call_k=+0.10,50,0.999742,0.999742,0.0
kou,D,A,call_k=+0.10,256,1.0,1.0,0.0
kou,D,A,call_k=+0.15,1,0.373275,0.373275,0.0
kou,D,A,call_k=+0.15,2,0.382502,0.382502,0.0
kou,D,A,call_k=+0.15,3,0.923958,0.923958,0.0
kou,D,A,call_k=+0.15,5,0.950655,0.950655,0.0
kou,D,A,call_k=+0.15,10,0.996527,0.996527,0.0
kou,D,A,call_k=+0.15,20,0.999003,0.999003,0.0
kou,D,A,call_k=+0.15,50,0.999734,0.999734,0.0
kou,D,A,call_k=+0.15,256,1.0,1.0,0.0
kou,D,A,call_k=+0.20,1,0.380118,0.380118,0.0
kou,D,A,call_k=+0.20,2,0.389157,0.389157,0.0
kou,D,A,call_k=+0.20,3,0.918436,0.918436,0.0
kou,D,A,call_k=+0.20,5,0.94953,0.94953,0.0
kou,D,A,call_k=+0.20,10,0.996385,0.996385,0.0
kou,D,A,call_k=+0.20,20,0.99896,0.99896,0.0
kou,D,A,call_k=+0.20,50,0.999721,0.999721,0.0
kou,D,A,call_k=+0.20,256,1.0,1.0,0.0
kou,D,A,call_k=+0.30,1,0.380678,0.380678,0.0
kou,D,A,call_k=+0.30,2,0.388682,0.388682,0.0
kou,D,A,call_k=+0.30,3,0.900549,0.900549,0.0
kou,D,A,call_k=+0.30,5,0.943989,0.943989,0.0
kou,D,A,call_k=+0.30,10,0.995888,0.995888,0.0
kou,D,A,call_k=+0.30,20,0.998814,0.998814,0.0
kou,D,A,call_k=+0.30,50,0.999679,0.999679,0.0
kou,D,A,call_k=+0.30,256,1.0,1.0,0.0
kou,D,A,call_k=+0.50,1,0.347613,0.347613,0.0
kou,D,A,call_k=+0.50,2,0.35238,0.35238,0.0
kou,D,A,call_k=+0.50,3,0.838245,0.838245,0.0
kou,D,A,call_k=+0.50,5,0.915911,0.915911,0.0
kou,D,A,call_k=+0.50,10,0.99378,0.99378,0.0
kou,D,A,call_k=+0.50,20,0.998128,0.998128,0.0
kou,D,A,call_k=+0.50,50,0.999486,0.999486,0.0
kou,D,A,call_k=+0.50,256,1.0,1.0,0.0
kou,D,A,call_k=+0.60,1,0.322674,0.322674,0.0
kou,D,A,call_k=+0.60,2,0.325952,0.325952,0.0
kou,D,A,call_k=+0.60,3,0.79626,0.79626,0.0
kou,D,A,call_k=+0.60,5,0.892049,0.892049,0.0
kou,D,A,call_k=+0.60,10,0.991654,0.991654,0.0
kou,D,A,call_k=+0.60,20,0.997426,0.997426,0.0
kou,D,A,call_k=+0.60,50,0.999284,0.999284,0.0
kou,D,A,call_k=+0.60,256,1.0,1.0,0.0
kou,D,A,call_k=+0.70,1,0.296294,0.296294,0.0
kou,D,A,call_k=+0.70,2,0.298423,0.298423,0.0
kou,D,A,call_k=+0.70,3,0.749461,0.749461,0.0
kou,D,A,call_k=+0.70,5,0.861455,0.861455,0.0
kou,D,A,call_k=+0.70,10,0.987992,0.987992,0.0
kou,D,A,call_k=+0.70,20,0.996293,0.996293,0.0
kou,D,A,call_k=+0.70,50,0.998948,0.998948,0.0
kou,D,A,call_k=+0.70,256,1.0,1.0,0.0
kou,D,A,put_k=-0.05,1,0.819301,0.819301,0.0
kou,D,A,put_k=-0.05,2,0.869573,0.869573,0.0
kou,D,A,put_k=-0.05,3,0.963223,0.963223,0.0
kou,D,A,put_k=-0.05,5,0.997068,0.997068,0.0
kou,D,A,put_k=-0.05,10,0.999789,0.999789,0.0
kou,D,A,put_k=-0.05,20,0.999963,0.999963,0.0
kou,D,A,put_k=-0.05,50,0.999993,0.999993,0.0
kou,D,A,put_k=-0.05,256,1.0,1.0,0.0
kou,D,A,put_k=-0.10,1,0.823176,0.823176,0.0
kou,D,A,put_k=-0.10,2,0.88213,0.88213,0.0
kou,D,A,put_k=-0.10,3,0.966355,0.966355,0.0
kou,D,A,put_k=-0.10,5,0.997088,0.997088,0.0
kou,D,A,put_k=-0.10,10,0.999788,0.999788,0.0
kou,D,A,put_k=-0.10,20,0.999963,0.999963,0.0
kou,D,A,put_k=-0.10,50,0.999993,0.999993,0.0
kou,D,A,put_k=-0.10,256,1.0,1.0,0.0
kou,D,A,put_k=-0.15,1,0.821773,0.821773,0.0
kou,D,A,put_k=-0.15,2,0.892144,0.892144,0.0
kou,D,A,put_k=-0.15,3,0.968328,0.968328,0.0
kou,D,A,put_k=-0.15,5,0.997015,0.997015,0.0
kou,D,A,put_k=-0.15,10,0.999781,0.999781,0.0
kou,D,A,put_k=-0.15,20,0.999962,0.999962,0.0
kou,D,A,put_k=-0.15,50,0.999992,0.999992,0.0
kou,D,A,put_k=-0.15,256,1.0,1.0,0.0
kou,D,A,put_k=-0.20,1,0.815153,0.815153,0.0
kou,D,A,put_k=-0.20,2,0.899916,0.899916,0.0
kou,D,A,put_k=-0.20,3,0.969152,0.969152,0.0
kou,D,A,put_k=-0.20,5,0.996874,0.996874,0.0
kou,D,A,put_k=-0.20,10,0.99977,0.99977,0.0
kou,D,A,put_k=-0.20,20,0.99996,0.99996,0.0
kou,D,A,put_k=-0.20,50,0.999992,0.999992,0.0
kou,D,A,put_k=-0.20,256,1.0,1.0,0.0
kou,D,A,put_k=-0.30,1,0.786784,0.786784,0.0
kou,D,A,put_k=-0.30,2,0.909148,0.909148,0.0
kou,D,A,put_k=-0.30,3,0.967174,0.967174,0.0
kou,D,A,put_k=-0.30,5,0.996462,0.996462,0.0
kou,D,A,put_k=-0.30,10,0.999736,0.999736,0.0
kou,D,A,put_k=-0.30,20,0.999954,0.999954,0.0
kou,D,A,put_k=-0.30,50,0.99999,0.99999,0.0
kou,D,A,put_k=-0.30,256,1.0,1.0,0.0
kou,D,A,put_k=-0.50,1,0.678776,0.678776,0.0
kou,D,A,put_k=-0.50,2,0.903257,0.903257,0.0
kou,D,A,put_k=-0.50,3,0.946643,0.946643,0.0
kou,D,A,put_k=-0.50,5,0.994605,0.994605,0.0
kou,D,A,put_k=-0.50,10,0.999532,0.999532,0.0
kou,D,A,put_k=-0.50,20,0.999918,0.999918,0.0
kou,D,A,put_k=-0.50,50,0.999983,0.999983,0.0
kou,D,A,put_k=-0.50,256,1.0,1.0,0.0
kou,D,A,put_k=-0.60,1,0.606908,0.606908,0.0
kou,D,A,put_k=-0.60,2,0.888039,0.888039,0.0
kou,D,A,put_k=-0.60,3,0.926499,0.926499,0.0
kou,D,A,put_k=-0.60,5,0.991915,0.991915,0.0
kou,D,A,put_k=-0.60,10,0.999289,0.999289,0.0
kou,D,A,put_k=-0.60,20,0.999878,0.999878,0.0
kou,D,A,put_k=-0.60,50,0.999974,0.999974,0.0
kou,D,A,put_k=-0.60,256,1.0,1.0,0.0
kou,D,A,put_k=-0.70,1,0.529692,0.529692,0.0
kou,D,A,put_k=-0.70,2,0.86448,0.86448,0.0
kou,D,A,put_k=-0.70,3,0.898917,0.898917,0.0
kou,D,A,put_k=-0.70,5,0.986437,0.986437,0.0
kou,D,A,put_k=-0.70,10,0.998914,0.998914,0.0
kou,D,A,put_k=-0.70,20,0.999808,0.999808,0.0
kou,D,A,put_k=-0.70,50,0.999957,0.999957,0.0
kou,D,A,put_k=-0.70,256,1.0,1.0,0.0
heston,A,B1,portfolio_45pos,1,0.784469,0.784469,0.0
heston,A,B1,portfolio_45pos,2,0.91321,0.91321,0.0
heston,A,B1,portfolio_45pos,3,0.924289,0.924289,0.0
heston,A,B1,portfolio_45pos,5,0.983828,0.983828,0.0
heston,A,B1,portfolio_45pos,10,0.98611,0.98611,0.0
heston,A,B1,portfolio_45pos,20,0.992951,0.992951,0.0
heston,A,B1,portfolio_45pos,50,0.998941,0.998941,0.0
heston,A,B1,portfolio_45pos,300,1.0,1.0,0.0
heston,B,B1,portfolio_45pos,1,0.777684,0.777684,0.0
heston,B,B1,portfolio_45pos,2,0.912637,0.912637,0.0
heston,B,B1,portfolio_45pos,3,0.923343,0.923343,0.0
heston,B,B1,portfolio_45pos,5,0.983669,0.983669,0.0
heston,B,B1,portfolio_45pos,10,0.985718,0.985718,0.0
heston,B,B1,portfolio_45pos,20,0.992661,0.992661,0.0
heston,B,B1,portfolio_45pos,50,0.998874,0.998874,0.0
heston,B,B1,portfolio_45pos,300,1.0,1.0,0.0
heston,C,B1,portfolio_45pos,1,0.765786,0.765786,0.0
heston,C,B1,portfolio_45pos,2,0.911193,0.911193,0.0
heston,C,B1,portfolio_45pos,3,0.922249,0.922249,0.0
heston,C,B1,portfolio_45pos,5,0.983028,0.983028,0.0
heston,C,B1,portfolio_45pos,10,0.985432,0.985432,0.0
heston,C,B1,portfolio_45pos,20,0.991851,0.991851,0.0
heston,C,B1,portfolio_45pos,50,0.998835,0.998835,0.0
heston,C,B1,portfolio_45pos,300,1.0,1.0,0.0
heston,D,B1,portfolio_45pos,1,0.705735,0.705735,0.0
heston,D,B1,portfolio_45pos,2,0.895778,0.895778,0.0
heston,D,B1,portfolio_45pos,3,0.90982,0.90982,0.0
heston,D,B1,portfolio_45pos,5,0.975507,0.975507,0.0
heston,D,B1,portfolio_45pos,10,0.978711,0.978711,0.0
heston,D,B1,portfolio_45pos,20,0.988248,0.988248,0.0
heston,D,B1,portfolio_45pos,50,0.998453,0.998453,0.0
heston,D,B1,portfolio_45pos,300,1.0,1.0,0.0
kou,A,B1,portfolio_45pos,1,0.509569,0.509569,0.0
kou,A,B1,portfolio_45pos,2,0.539357,0.539357,0.0
kou,A,B1,portfolio_45pos,3,0.950224,0.950224,0.0
kou,A,B1,portfolio_45pos,5,0.974531,0.974531,0.0
kou,A,B1,portfolio_45pos,10,0.997856,0.997856,0.0
kou,A,B1,portfolio_45pos,20,0.999606,0.999606,0.0
kou,A,B1,portfolio_45pos,50,0.999872,0.999872,0.0
kou,A,B1,portfolio_45pos,256,1.0,1.0,0.0
kou,B,B1,portfolio_45pos,1,0.499561,0.499561,0.0
kou,B,B1,portfolio_45pos,2,0.513837,0.513837,0.0
kou,B,B1,portfolio_45pos,3,0.941208,0.941208,0.0
kou,B,B1,portfolio_45pos,5,0.9747,0.9747,0.0
kou,B,B1,portfolio_45pos,10,0.99741,0.99741,0.0
kou,B,B1,portfolio_45pos,20,0.999573,0.999573,0.0
kou,B,B1,portfolio_45pos,50,0.999849,0.999849,0.0
kou,B,B1,portfolio_45pos,256,1.0,1.0,0.0
kou,C,B1,portfolio_45pos,1,0.481502,0.481502,0.0
kou,C,B1,portfolio_45pos,2,0.484835,0.484835,0.0
kou,C,B1,portfolio_45pos,3,0.935608,0.935608,0.0
kou,C,B1,portfolio_45pos,5,0.972289,0.972289,0.0
kou,C,B1,portfolio_45pos,10,0.997239,0.997239,0.0
kou,C,B1,portfolio_45pos,20,0.999354,0.999354,0.0
kou,C,B1,portfolio_45pos,50,0.999811,0.999811,0.0
kou,C,B1,portfolio_45pos,256,1.0,1.0,0.0
kou,D,B1,portfolio_45pos,1,0.447927,0.447927,0.0
kou,D,B1,portfolio_45pos,2,0.451775,0.451775,0.0
kou,D,B1,portfolio_45pos,3,0.937441,0.937441,0.0
kou,D,B1,portfolio_45pos,5,0.956064,0.956064,0.0
kou,D,B1,portfolio_45pos,10,0.997039,0.997039,0.0
kou,D,B1,portfolio_45pos,20,0.999155,0.999155,0.0
kou,D,B1,portfolio_45pos,50,0.999774,0.999774,0.0
kou,D,B1,portfolio_45pos,256,1.0,1.0,0.0
