family,gamma1,gamma2,s,mu,sigma,E_true,m_folded,delta,delta_rel,ratio_true,W1,bound_ok,slack,C3,C4,E_edge,edge_valid,edge_capture,ratio_edge
ZI0.2,0.0,12.0,0.25,0.25,1.0,0.559052658198079,0.8226893964471603,-0.2636367382490813,-0.47157764905157046,0.6795428026815292,0.598415305689188,True,0.44055814706385876,-0.19333405840142454,-0.7250027190053427,0.46018803694448895,True,0.6249967970693682,0.5593703272849292
ZI0.2,0.0,12.0,0.4,0.4,1.0,0.6825188444560846,0.860877673894906,-0.17835882943882142,-0.2613244028169798,0.7928174526447354,0.598415305689188,True,0.29805191769519934,-0.2946161122426585,-0.6186938357095833,0.5515307560401144,True,0.26559235206855725,0.6406610053491107
ZI0.2,0.0,12.0,0.6,0.6,1.0,0.8495939940914489,0.9373454644835111,-0.08775147039206221,-0.10328635913428644,0.9063829999535824,0.598415305689188,True,0.1466397492808107,-0.39986952347015975,-0.42652749170150395,0.724081718632759,True,-0.43031535423756684,0.7724811673695322
ZI0.2,0.0,12.0,0.8,0.8,1.0,1.019421102205128,1.0404144677895306,-0.020993365584402568,-0.020593418695170663,0.9798221129806036,0.598415305689188,True,0.03508159865701421,-0.4635064844183726,-0.2085779179882679,0.9361255087953967,True,-2.9677103261431057,0.8997621022939957
ZI0.2,0.0,12.0,1.0,1.0,1.0,1.191924282539357,1.1666309411753726,0.025293341363984423,0.02122059407171214,1.021680670785657,0.598415305689188,True,0.04226720326756077,-0.48394144903828695,2.4399969891786277e-16,1.1666309411753728,True,8.770761894538737e-15,1.0000000000000002
ZI0.2,0.0,12.0,1.5,1.5,1.0,1.6342299222973948,1.5586135875252092,0.07561633477218566,0.04627031590872138,1.0485151261206767,0.598415305689188,True,0.1263609637876812,-0.38855278699767537,0.3237939891647291,1.7205105821075737,True,-0.1410320279357935,1.103872438863713
ZI0.2,0.0,12.0,2.0,2.0,1.0,2.0907494841254852,2.0169814052336594,0.0737680788918258,0.03528307884417887,1.0365735046939017,0.598415305689188,True,0.12327237988484929,-0.2159638660527523,0.3239457990791286,2.1789543047732236,True,-0.1957044560843555,1.080304607231022
ZI0.2,0.0,12.0,3.0,3.0,1.0,3.037246650040446,3.000764308634096,0.036482341406350205,0.012011649236937797,1.0121576830614052,0.598415305689188,True,0.06096492028113137,-0.02659109047162794,0.07090957459100765,3.0362190959296,True,0.97183420605051,1.0118152522653945
ZI0.2,0.0,12.0,5.0,5.0,1.0,5.003942646446385,5.00000010692331,0.003942539523074551,0.0007878866329282165,1.000788507887753,0.598415305689188,True,0.006588299940847892,-1.4867195146263237e-05,7.136253670787438e-05,5.000035788191664,True,0.00905032610208456,1.0000071362535183
ZI0.1,0.0,27.0,0.0,0.0,1.0,0.252313252202016,0.7978845608028654,-0.5455713086008493,-2.1622776601683795,0.3162277660168379,0.7144854946406489,True,0.7635862626927715,0.0,-0.7978845608028655,-0.09973557010035827,False,0.3547152924789524,-0.1250000000000001
ZI0.1,0.0,27.0,0.05,0.05,1.0,0.2973447907014919,0.7988817087733653,-0.5015369180718734,-1.6867183611613108,0.37220127515254653,0.7144854946406489,True,0.7019553536550407,-0.03984439140947664,-0.7948956086190542,-0.09537585092307066,False,0.21696563608048647,-0.11938670002786086
ZI0.1,0.0,27.0,0.1,0.1,1.0,0.3424393983161161,0.8018706624094294,-0.4594312640933133,-1.3416425398259768,0.427050663366543,0.7144854946406489,True,0.6430239207646681,-0.07939050949540263,-0.7859660440044833,-0.08234113709561441,False,0.07542092014561952,-0.10268630710119636
ZI0.1,0.0,27.0,0.15,0.15,1.0,0.38759705140038925,0.8068439695268507,-0.4192469181264614,-1.0816566240938137,0.4803866249724638,0.7144854946406489,True,0.5867815669754387,-0.11834379927236649,-0.771207091924923,-0.060764008888687715,False,-0.06944390263551936,-0.07531073067859817
ZI0.1,0.0,27.0,0.25,0.25,1.0,0.4781013207055699,0.8226893964471603,-0.34458807574159045,-0.7207427815364661,0.5811443817925486,0.7144854946406489,True,0.4822884135876003,-0.19333405840142454,-0.7250027190053427,0.007061337566149795,True,-0.36696541842224684,0.008583236391090801
ZI0.1,0.0,27.0,0.4,0.4,1.0,0.6143290711782776,0.860877673894906,-0.24654860271662837,-0.40132986421064265,0.7136078560370164,0.7144854946406489,True,0.345071529885474,-0.2946161122426585,-0.6186938357095833,0.16484710872162478,True,-0.8230967748507856,0.19148726203549907
ZI0.1,0.0,27.0,0.6,0.6,1.0,0.7968413147185103,0.9373454644835111,-0.1405041497650008,-0.17632638665909897,0.8501041984105397,0.7144854946406489,True,0.19665080791551617,-0.39986952347015975,-0.42652749170150395,0.4575020363193191,True,-1.4151548475027291,0.48808262658144763
ZI0.1,0.0,27.0,0.8,0.8,1.0,0.9803444888371122,1.0404144677895306,-0.06006997895241839,-0.06127435777567699,0.9422634144255574,0.7144854946406489,True,0.08407445553898983,-0.4635064844183726,-0.2085779179882679,0.8057643100527292,True,-1.906280005902258,0.7744647301614901
ZI0.1,0.0,27.0,1.0,1.0,1.0,1.1648248262814422,1.1666309411753726,-0.001806114893930344,-0.0015505463595724862,0.9984518541123977,0.7144854946406489,True,0.002527853829753018,-0.48394144903828695,2.4399969891786277e-16,1.1666309411753728,True,-1.2301271112846734e-13,1.0000000000000002
ZI0.1,0.0,27.0,1.5,1.5,1.0,1.6301780084084563,1.5586135875252092,0.0715644208832471,0.043899758501291214,1.0459154350096986,0.7144854946406489,True,0.1001621746278285,-0.38855278699767537,0.3237939891647291,1.9228818253355295,True,-3.090074555407935,1.2337129874433541
ZI0.1,0.0,27.0,2.0,2.0,1.0,2.1011587676138035,2.0169814052336594,0.08417736238014406,0.04006235210666194,1.0417343274269761,0.7144854946406489,True,0.11781535526131448,-0.2159638660527523,0.3239457990791286,2.381420429197679,True,-2.329418428653263,1.1806853662698
ZI0.1,0.0,27.0,3.0,3.0,1.0,3.058047519286877,3.000764308634096,0.05728321065278097,0.01873195569771236,1.0190895401174827,0.7144854946406489,True,0.0801740708278362,-0.02659109047162794,0.07090957459100765,3.0805375800489796,True,0.607388264278253,1.0265843175971376
ZI0.1,0.0,27.0,5.0,5.0,1.0,5.015365808063944,5.00000010692331,0.015365701140633625,0.003063724906352378,1.0030731401624087,0.7144854946406489,True,0.02150596653940724,-1.4867195146263237e-05,7.136253670787438e-05,5.000080389777106,True,0.005224809012048137,1.000016056570416
ZI0.05,0.0,57.0,0.0,0.0,1.0,0.17841241161527713,0.7978845608028654,-0.6194721491875883,-3.4721359549995796,0.22360679774997896,0.7792435742087149,True,0.7949660025321775,0.0,-0.7978845608028655,-1.09709127110394,False,-1.0590169943749475,-1.375
ZI0.05,0.0,57.0,0.05,0.05,1.0,0.2259235622748506,0.7988817087733653,-0.5729581464985147,-2.5360707875235877,0.2827997684685291,0.7792435742087149,True,0.7352747785958026,-0.03984439140947664,-0.7948956086190542,-1.0889953616968884,False,-1.2949650546161622,-1.3631497000588173
ZI0.05,0.0,57.0,0.1,0.1,1.0,0.2734570128598113,0.8018706624094294,-0.5284136495496181,-1.9323463092918054,0.34102384047589224,0.7792435742087149,True,0.6781110130888115,-0.07939050949540263,-0.7859660440044833,-1.0647986921012185,False,-1.532591098094576,-1.3278933149914143
ZI0.05,0.0,57.0,0.15,0.15,1.0,0.32101275918940203,0.8068439695268507,-0.48583121033744864,-1.5134327107876775,0.39786225257115115,0.7792435742087149,True,0.6234651480197155,-0.11834379927236649,-0.771207091924923,-1.0247728737948414,False,-1.7700682960435739,-1.270100431432596
ZI0.05,0.0,57.0,0.25,0.25,1.0,0.41619110843490986,0.8226893964471603,-0.40649828801225046,-0.9767106499244799,0.5058909355490168,0.7792435742087149,True,0.5216575426047373,-0.19333405840142454,-0.7250027190053427,-0.8991920611905287,False,-2.2358885840763922,-1.0929909453965863
ZI0.05,0.0,57.0,0.4,0.4,1.0,0.5591255858756488,0.860877673894906,-0.30175208801925724,-0.5396857086171117,0.6494831993330397,0.7792435742087149,True,0.3872371848887843,-0.2946161122426585,-0.6186938357095833,-0.6085201859153542,False,-2.8695532463605886,-0.706860224591724
ZI0.05,0.0,57.0,0.6,0.6,1.0,0.7500157190807215,0.9373454644835111,-0.18732974540278957,-0.24976775904429804,0.800148661831942,0.7792435742087149,True,0.24039947405792095,-0.39986952347015975,-0.42652749170150395,-0.07565732830756078,False,-3.4075917874812154,-0.08071445499472162
ZI0.05,0.0,57.0,0.8,0.8,1.0,0.9412594222280423,1.0404144677895306,-0.09915504556148835,-0.10534295139036144,0.9046965909920941,0.7792435742087149,True,0.12724525275960807,-0.4635064844183726,-0.2085779179882679,0.5450419125673943,True,-2.9959389602109985,0.5238699858964792
ZI0.05,0.0,57.0,1.0,1.0,1.0,1.1328542297893525,1.1666309411753726,-0.03377671138602012,-0.029815584827979764,0.971047646523081,0.7792435742087149,True,0.0433455116011945,-0.48394144903828695,2.4399969891786277e-16,1.1666309411753732,True,-1.9761969838327786e-14,1.0000000000000007
ZI0.05,0.0,57.0,1.5,1.5,1.0,1.6133550730115298,1.5586135875252092,0.05474148548632063,0.033930215612201706,1.0351219095768567,0.7792435742087149,True,0.07024951799173708,-0.38855278699767537,0.3237939891647291,2.327624311791441,True,-12.048042676123577,1.4933940846026363
ZI0.05,0.0,57.0,2.0,2.0,1.0,2.0959621412696783,2.0169814052336594,0.07898073603601885,0.03768232950437474,1.0391578900187577,0.7792435742087149,True,0.10135564623195008,-0.2159638660527523,0.3239457990791286,2.78635267804659,True,-7.741252252474094,1.3814468843473555
ZI0.05,0.0,57.0,3.0,3.0,1.0,3.0671149611486968,3.000764308634096,0.06635065251460093,0.02163291997693861,1.0221112508982095,0.7792435742087149,True,0.08514751319185003,-0.02659109047162794,0.07090957459100765,3.169174548287739,True,-0.5381851311346706,1.0561224482606237
ZI0.05,0.0,57.0,5.0,5.0,1.0,5.0296091629859685,5.00000010692331,0.02960905606265829,0.005886949682006711,1.0059218110858956,0.7792435742087149,True,0.03799717706074752,-1.4867195146263237e-05,7.136253670787438e-05,5.000169592947992,True,0.005724127926361788,1.0000338972042113
gamma2p,1.414213562373095,3.0,0.0,0.0,1.0,0.765571972080939,0.7978845608028654,-0.03231258872192644,-0.04220712081987014,0.9595021757415482,0.2261419391477048,True,0.1428863166368333,0.0,-0.7978845608028655,0.6981489907025072,True,-1.0865855706782273,0.875
gamma2p,1.414213562373095,3.0,0.05,0.05,1.0,0.7571407970726851,0.7988817087733653,-0.04174091170068017,-0.05512965601914734,0.9477508231290327,0.2261419391477048,True,0.18457837523634685,-0.03984439140947664,-0.7948956086190542,0.6901283445766861,True,-0.605438160444085,0.8638680007285893
gamma2p,1.414213562373095,3.0,0.1,0.1,1.0,0.7506911307992183,0.8018706624094294,-0.05117953161021105,-0.06817655026205398,0.9361748296708738,0.2261419391477048,True,0.22631596687946987,-0.07939050949540263,-0.7859660440044833,0.684912384366851,True,-0.28525495179099214,0.8541432134564609
gamma2p,1.414213562373095,3.0,0.15,0.15,1.0,0.7462901802058207,0.8068439695268507,-0.06055378932102995,-0.08113973750040461,0.9249498148241229,0.2261419391477048,True,0.26776894878167284,-0.11834379927236649,-0.771207091924923,0.6825491820439453,True,-0.05263434174116255,0.8459494125539609
gamma2p,1.414213562373095,3.0,0.25,0.25,1.0,0.7438988307933845,0.8226893964471603,-0.07879056565377585,-0.10591570035100603,0.904228052538372,0.2261419391477048,True,0.3484120015540935,-0.19333405840142454,-0.7250027190053427,0.6864947819948382,True,0.271434995773566,0.8344519632312173
gamma2p,1.414213562373095,3.0,0.4,0.4,1.0,0.757284577519364,0.860877673894906,-0.10359309637554204,-0.13679546560274844,0.8796657184674667,0.2261419391477048,True,0.4580888302539942,-0.2946161122426585,-0.6186938357095833,0.7140992608266745,True,0.5831255343875856,0.829501429158738
gamma2p,1.414213562373095,3.0,0.6,0.6,1.0,0.8091283607513982,0.9373454644835111,-0.12821710373211292,-0.15846324260966943,0.8632125415971772,0.2261419391477048,True,0.5669762283605776,-0.39986952347015975,-0.42652749170150395,0.7897793774756288,True,0.8490920266285558,0.8425702234669764
gamma2p,1.414213562373095,3.0,0.8,0.8,1.0,0.9019569018896516,1.0404144677895306,-0.138457565899879,-0.15350796208754813,0.8669207607290904,0.2261419391477048,True,0.6122595676932147,-0.4635064844183726,-0.2085779179882679,0.9050927019556078,True,0.9773519052889915,0.8699347519441669
gamma2p,1.414213562373095,3.0,1.0,1.0,1.0,1.0356533940857748,1.1666309411753726,-0.13097754708959775,-0.12646851527505343,0.887730093153848,0.2261419391477048,True,0.5791829130997663,-0.48394144903828695,2.4399969891786277e-16,1.052564847737967,True,0.870882803747855,0.9022260687493127
gamma2p,1.414213562373095,3.0,1.5,1.5,1.0,1.4999999999999354,1.5586135875252092,-0.05861358752527379,-0.03907572501685088,0.9623937658477998,0.2261419391477048,True,0.2591893734801234,-0.38855278699767537,0.3237939891647291,1.507505065992471,True,0.8719568907243667,0.967208984996795
gamma2p,1.414213562373095,3.0,2.0,2.0,1.0,1.9999999999993265,2.0169814052336594,-0.01698140523433289,-0.008490702617169305,0.9915807824552723,0.2261419391477048,True,0.07509179985956285,-0.2159638660527523,0.3239457990791286,2.0065714587261625,True,0.613020322160982,0.9948388485483876
gamma2p,1.414213562373095,3.0,3.0,3.0,1.0,2.9999999917457103,3.000764308634096,-0.0007643168883855189,-0.0002547722968294944,0.999745292595561,0.2261419391477048,True,0.003379810446775663,-0.02659109047162794,0.07090957459100765,3.0033604253274273,True,-3.3966496524959844,1.000865151816776
gamma2p,1.414213562373095,3.0,5.0,5.0,1.0,5.000000000000854,5.00000010692331,-1.0692245577814674e-07,-2.1384491155625693e-08,0.9999999786155093,0.2261419391477048,True,4.7281126261285945e-07,-1.4867195146263237e-05,7.136253670787438e-05,5.000005523008897,True,-50.65433212988143,1.0000010832170942
gamma2m,-1.414213562373095,3.0,0.0,0.0,1.0,0.765571972080939,0.7978845608028654,-0.03231258872192644,-0.04220712081987014,0.9595021757415482,0.22614193914770475,True,0.14288631663683335,0.0,-0.7978845608028655,0.6981489907025072,True,-1.0865855706782273,0.875
gamma2m,-1.414213562373095,3.0,0.05,0.05,1.0,0.7759170768911148,0.7988817087733653,-0.022964631882250508,-0.029596760486653342,0.9712540271856878,0.22614193914770475,True,0.10154963722695923,-0.03984439140947664,-0.7948956086190542,0.7089111708152809,True,-1.917787074463107,0.8873793992652195
gamma2m,-1.414213562373095,3.0,0.1,0.1,1.0,0.78810852457576,0.8018706624094294,-0.013762137833669419,-0.017462236994679886,0.9828374593574511,0.22614193914770475,True,0.06085619450128032,-0.07939050949540263,-0.7859660440044833,0.7223374294508871,True,-3.779133585187778,0.9008153849654956
gamma2m,-1.414213562373095,3.0,0.15,0.15,1.0,0.8020790362902943,0.8068439695268507,-0.004764933236556357,-0.005940727809811248,0.9940943560136533,0.22614193914770475,True,0.021070542043261323,-0.11834379927236649,-0.771207091924923,0.7383369840285252,True,-12.377323269241822,0.9150926472952393
gamma2m,-1.414213562373095,3.0,0.25,0.25,1.0,0.8350812277592261,0.8226893964471603,0.012391831312065782,0.014839073014869211,1.0150625878558552,0.22614193914770475,True,0.05479669697168401,-0.19333405840142454,-0.7250027190053427,0.7776333311481469,True,-3.635948889583643,0.9452332004112475
gamma2m,-1.414213562373095,3.0,0.4,0.4,1.0,0.8963156398249299,0.860877673894906,0.03543796593002391,0.03953737317017666,1.0411649262196456,0.22614193914770475,True,0.15670673942031416,-0.2946161122426585,-0.6186938357095833,0.8529826280357418,True,-0.22278496104301948,0.9908290735158175
gamma2m,-1.414213562373095,3.0,0.6,0.6,1.0,0.9972142922782039,0.9373454644835111,0.059868827794692825,0.06003607074054105,1.0638706112774348,0.22614193914770475,True,0.26474004786697025,-0.39986952347015975,-0.42652749170150395,0.9782796785660176,True,0.683731677908937,1.04367036021779
gamma2m,-1.414213562373095,3.0,0.8,0.8,1.0,1.1168190735528345,1.0404144677895306,0.07640460576330388,0.0684126977884116,1.0734367005926335,0.22614193914770475,True,0.3378612832774913,-0.4635064844183726,-0.2085779179882679,1.1235917541263865,True,0.9113576923028273,1.0799462992028308
gamma2m,-1.414213562373095,3.0,1.0,1.0,1.0,1.2519279020602245,1.1666309411753726,0.08529696088485195,0.06813248649900983,1.0731139196419013,0.22614193914770475,True,0.37718329119456334,-0.48394144903828695,2.4399969891786277e-16,1.2806970346127782,True,0.6627179649297117,1.0977739312506873
gamma2m,-1.414213562373095,3.0,1.5,1.5,1.0,1.6404408412498341,1.5586135875252092,0.08182725372462496,0.049881258541625714,1.0525000259073525,0.22614193914770475,True,0.361840240837324,-0.38855278699767537,0.3237939891647291,1.6906706063491297,True,0.3861487119152883,1.0847272344350614
gamma2m,-1.414213562373095,3.0,2.0,2.0,1.0,2.0772454714689745,2.0169814052336594,0.060264066235315106,0.02901152851843644,1.0298783449757851,0.22614193914770475,True,0.2664877928545293,-0.2159638660527523,0.3239457990791286,2.108377801510939,True,0.483401436597376,1.0453134550671237
gamma2m,-1.414213562373095,3.0,3.0,3.0,1.0,3.0226692401581596,3.000764308634096,0.02190493152406381,0.007246883394663997,1.0072997840786886,0.22614193914770475,True,0.09686364062597247,-0.02659109047162794,0.07090957459100765,3.015895585588516,True,0.6907703380764968,1.005042474315921
gamma2m,-1.414213562373095,3.0,5.0,5.0,1.0,5.0017996573035255,5.00000010692331,0.0017995503802152868,0.00035978057969347495,1.0003599100683465,0.22614193914770475,True,0.007957614527396042,-1.4867195146263237e-05,7.136253670787438e-05,5.0000125314719,True,0.006904251598933153,1.000002484909665
gamma8p,0.7071067811865475,0.75,0.0,0.0,1.0,0.7896206664366384,0.7978845608028654,-0.008263894366226987,-0.01046565106194584,0.9896427443615258,0.11391923204927651,True,0.07254169658247332,0.0,-0.7978845608028655,0.7729506682777758,True,-1.0172085242267639,0.9687499999999999
gamma8p,0.7071067811865475,0.75,0.05,0.05,1.0,0.7859094320140757,0.7988817087733653,-0.01297227675928958,-0.01650607084081572,0.983761955472472,0.11391923204927651,True,0.11387257907144543,-0.03984439140947664,-0.7948956086190542,0.7693455144443712,True,-0.2768705044658375,0.9630280753650685
gamma8p,0.7071067811865475,0.75,0.1,0.1,1.0,0.7842048943089921,0.8018706624094294,-0.017665768100437296,-0.02252698016632964,0.9779693048660043,0.11391923204927651,True,0.15507274568701315,-0.07939050949540263,-0.7859660440044833,0.7679529622632802,True,0.08003252656138116,0.9577017819254858
gamma8p,0.7071067811865475,0.75,0.15,0.15,1.0,0.7845359370521391,0.8068439695268507,-0.02230803247471158,-0.02843468529756977,0.9723514913449828,0.11391923204927651,True,0.19582323435135252,-0.11834379927236649,-0.771207091924923,0.7687967974080518,True,0.2944631194199151,0.9528444487958304
gamma8p,0.7071067811865475,0.75,0.25,0.25,1.0,0.7913977820521018,0.8226893964471603,-0.031291614395058565,-0.039539679166043555,0.9619642424830155,0.11391923204927651,True,0.27468245556222826,-0.19333405840142454,-0.7250027190053427,0.7772484241899161,True,0.5478226951301037,0.9447653361603005
gamma8p,0.7071067811865475,0.75,0.4,0.4,1.0,0.8174061865311065,0.860877673894906,-0.043471487363799466,-0.05318223434090091,0.9495032933458252,0.11391923204927651,True,0.3815991960426453,-0.2946161122426585,-0.6186938357095833,0.8068226497267148,True,0.7565407248244954,0.9372094017450496
gamma8p,0.7071067811865475,0.75,0.6,0.6,1.0,0.8814263538236704,0.9373454644835111,-0.055919110659840676,-0.06344161417146293,0.9403431149147846,0.11391923204927651,True,0.49086628880760447,-0.39986952347015975,-0.42652749170150395,0.8768914050952419,True,0.918901629963057,0.9355050387728924
gamma8p,0.7071067811865475,0.75,0.8,0.8,1.0,0.9777895982278866,1.0404144677895306,-0.06262486956164404,-0.06404738777661705,0.9398077674806876,0.11391923204927651,True,0.5497304400239921,-0.4635064844183726,-0.2085779179882679,0.9792716448097025,True,0.9763345362283412,0.9412322445787087
gamma8p,0.7071067811865475,0.75,1.0,1.0,1.0,1.103636563524629,1.1666309411753726,-0.06299437765074356,-0.05707891504569363,0.9460031656735616,0.11391923204927651,True,0.5529740371098616,-0.48394144903828695,2.4399969891786277e-16,1.1095978944566698,True,0.9053672541208064,0.9511130343746563
gamma8p,0.7071067811865475,0.75,1.5,1.5,1.0,1.5161697596543449,1.5586135875252092,-0.042443827870864315,-0.027994113192536318,0.9727682164389075,0.11391923204927651,True,0.37257824782829435,-0.38855278699767537,0.3237939891647291,1.5229407645974422,True,0.8404713881203603,0.9771124650694154
gamma8p,0.7071067811865475,0.75,2.0,2.0,1.0,2.0006646144097116,2.0169814052336594,-0.01631679082394788,-0.008155685219015125,0.9919102918938126,0.11391923204927651,True,0.1432312220722305,-0.2159638660527523,0.3239457990791286,2.001653125758688,True,0.9394175386788888,0.9924003863222548
gamma8p,0.7071067811865475,0.75,3.0,3.0,1.0,3.0,3.000764308634096,-0.0007643086340958227,-0.0002547695446986076,0.9997452953462901,0.11391923204927651,True,0.006709215119754459,-0.02659109047162794,0.07090957459100765,2.9998464427747926,True,0.7990900293975648,0.9996941226418009
gamma8p,0.7071067811865475,0.75,5.0,5.0,1.0,5.0,5.00000010692331,-1.0692331020578649e-07,-2.13846620411573e-08,0.9999999786153384,0.11391923204927651,True,9.385887552291093e-07,-1.4867195146263237e-05,7.136253670787438e-05,5.000000584886831,True,-4.470152675652258,1.0000000955927022
gamma8m,-0.7071067811865475,0.75,0.0,0.0,1.0,0.7896206664366384,0.7978845608028654,-0.008263894366226987,-0.01046565106194584,0.9896427443615258,0.11391923204927643,True,0.07254169658247338,0.0,-0.7978845608028655,0.7729506682777758,True,-1.0172085242267639,0.9687499999999999
gamma8m,-0.7071067811865475,0.75,0.05,0.05,1.0,0.7953056440838963,0.7988817087733653,-0.0035760646894690273,-0.004496465875818418,0.9955236618260295,0.11391923204927643,True,0.03139122890086004,-0.03984439140947664,-0.7948956086190542,0.7787369275636685,True,-3.6332261742971577,0.9747837746333836
gamma8m,-0.7071067811865475,0.75,0.1,0.1,1.0,0.8029277103785624,0.8018706624094294,0.0010570479691329737,0.0013164920770197348,1.0013182275130965,0.11391923204927643,True,0.009278924639131533,-0.07939050949540263,-0.7859660440044833,0.7866654848052984,True,-14.384567255356234,0.9810378676800033
gamma8m,-0.7071067811865475,0.75,0.15,0.15,1.0,0.8124468799737281,0.8068439695268507,0.0056029104468774404,0.006896340653137372,1.0069442304317688,0.11391923204927643,True,0.049183183085836364,-0.11834379927236649,-0.771207091924923,0.7966906984003419,True,-1.8121423183137417,0.9874160661664698
gamma8m,-0.7071067811865475,0.75,0.25,0.25,1.0,0.8370021384101931,0.8226893964471603,0.014312741963032782,0.017100006447078486,1.0173975038755128,0.11391923204927643,True,0.12563938244283215,-0.19333405840142454,-0.7250027190053427,0.8228176987665706,True,0.008964202648359176,1.0001559547503156
gamma8m,-0.7071067811865475,0.75,0.4,0.4,1.0,0.8869125013613464,0.860877673894906,0.02603482746644037,0.029354448636679263,1.030242191493537,0.11391923204927643,True,0.22853759631366594,-0.2946161122426585,-0.6186938357095833,0.8762643333312483,True,0.5910029346718799,1.0178732239235893
gamma8m,-0.7071067811865475,0.75,0.6,0.6,1.0,0.975703289877795,0.9373454644835111,0.038357825394283895,0.039313002008108576,1.040921759210111,0.11391923204927643,True,0.3367107090196324,-0.39986952347015975,-0.42652749170150395,0.9711415556404364,True,0.8810742217404637,1.0360551071482993
gamma8m,-0.7071067811865475,0.75,0.8,0.8,1.0,1.0867443554869145,1.0404144677895306,0.04632988769738389,0.042631818112021234,1.0445302224562645,0.11391923204927643,True,0.40669066025079614,-0.4635064844183726,-0.2085779179882679,1.088521170895092,True,0.961648613962046,1.0462380182080406
gamma8m,-0.7071067811865475,0.75,1.0,1.0,1.0,1.2165955701725604,1.1666309411753726,0.04996462899718779,0.041069218253113375,1.0428281363314853,0.11391923204927643,True,0.4385969611836507,-0.48394144903828695,2.4399969891786277e-16,1.2236639878940754,True,0.8585315679635519,1.0488869656253437
gamma8m,-0.7071067811865475,0.75,1.5,1.5,1.0,1.6030213538624563,1.5586135875252092,0.04440776633724708,0.02770254197191274,1.0284918383187962,0.11391923204927643,True,0.3898179924355375,-0.38855278699767537,0.3237939891647291,1.6145235347757716,True,0.7409871771986003,1.0358715897885487
gamma8m,-0.7071067811865475,0.75,2.0,2.0,1.0,2.046457783072711,2.0169814052336594,0.029476377839051437,0.01440360904723542,1.014614104900802,0.11391923204927643,True,0.25874803849012307,-0.2159638660527523,0.3239457990791286,2.0525562971510762,True,0.7931050378148626,1.0176376895816228
gamma8m,-0.7071067811865475,0.75,3.0,3.0,1.0,3.0082690486685713,3.000764308634096,0.007504740034475432,0.002494703735956381,1.0025009428474212,0.11391923204927643,True,0.06587772669700945,-0.02659109047162794,0.07090957459100765,3.0061140229053374,True,0.712844715028889,1.0017827838913735
gamma8m,-0.7071067811865475,0.75,5.0,5.0,1.0,5.000176053184435,5.00000010692331,0.0001759462611250484,3.518801323265297e-05,1.0000351892514725,0.11391923204927643,True,0.001544482507123484,-1.4867195146263237e-05,7.136253670787438e-05,5.000004089118334,True,0.022633018729966703,1.0000007964389876
