block,config_id,payoff,n_cal,n_test,r_eff,sigma_delta,mu_delta,theory_mr,empirical_mr,ratio,in_range,exp,pair,proto_pair,axis,step,diag,scale,window,clipped,n_seeds,scenario
Exp06,Exp06-H4,ATM,150,50,3.229,1.8e-05,-3.139e-05,3.204e-05,3.068e-05,0.9575,True,exp06,H4,,,,,,,,,
Exp06,Exp06-H4,OTM_K110,150,50,3.229,1.8e-05,-4.092e-05,4.107e-05,4.068e-05,0.9905,True,exp06,H4,,,,,,,,,
Exp06,Exp06-H4,OTM_K125,150,50,3.229,1.7e-05,-5.125e-05,5.126e-05,5.162e-05,1.0069,True,exp06,H4,,,,,,,,,
Exp06,Exp06-H5,ATM,150,50,2.156,2.7e-05,-0.00022516,0.00022516,0.00022314,0.9911,True,exp06,H5,,,,,,,,,
Exp06,Exp06-H5,OTM_K110,150,50,2.156,2.6e-05,-0.00023023,0.00023023,0.00022866,0.9932,True,exp06,H5,,,,,,,,,
Exp06,Exp06-H5,OTM_K125,150,50,2.156,2.2e-05,-0.0002105,0.0002105,0.00020939,0.9947,True,exp06,H5,,,,,,,,,
Exp09,Exp09-W1_luna,ATM,150,50,4.41,0.000483,0.00257622,0.00257622,0.00257373,0.999,True,exp09,,,,,,,W1_luna,True,,
Exp09,Exp09-W1_luna,OTM_K110,150,50,4.41,0.00048,0.00262551,0.00262551,0.00262273,0.9989,True,exp09,,,,,,,W1_luna,True,,
Exp09,Exp09-W1_luna,OTM_K125,150,50,4.41,0.000471,0.00261221,0.00261221,0.00260901,0.9988,True,exp09,,,,,,,W1_luna,True,,
Exp09,Exp09-W2_ftx,ATM,150,50,3.107,0.000206,0.002052,0.002052,0.00205295,1.0005,True,exp09,,,,,,,W2_ftx,True,,
Exp09,Exp09-W2_ftx,OTM_K110,150,50,3.107,0.000201,0.00210456,0.00210456,0.00210743,1.0014,True,exp09,,,,,,,W2_ftx,True,,
Exp09,Exp09-W2_ftx,OTM_K125,150,50,3.107,0.000191,0.00204582,0.00204582,0.00204954,1.0018,True,exp09,,,,,,,W2_ftx,True,,
Exp09,Exp09-W3_etf,ATM,150,50,3.159,0.000215,-0.00204558,0.00204558,0.00204875,1.0015,True,exp09,,,,,,,W3_etf,True,,
Exp09,Exp09-W3_etf,OTM_K110,150,50,3.159,0.000212,-0.00209862,0.00209862,0.00210326,1.0022,True,exp09,,,,,,,W3_etf,True,,
Exp09,Exp09-W3_etf,OTM_K125,150,50,3.159,0.000201,-0.00202922,0.00202922,0.00203438,1.0025,True,exp09,,,,,,,W3_etf,True,,
Exp09,Exp09-W4_stab,ATM,150,50,1.875,0.000356,-0.00276691,0.00276691,0.00288205,1.0416,True,exp09,,,,,,,W4_stab,True,,
Exp09,Exp09-W4_stab,OTM_K110,150,50,1.875,0.000338,-0.00278259,0.00278259,0.00289157,1.0392,True,exp09,,,,,,,W4_stab,True,,
Exp09,Exp09-W4_stab,OTM_K125,150,50,1.875,0.000284,-0.00243924,0.00243924,0.00252537,1.0353,True,exp09,,,,,,,W4_stab,True,,
KouAB_stageA,KouA-A,ATM,24,6,1.578,4.1e-05,-0.00031318,0.00031318,0.00030319,0.9681,True,kou_stageA,A,,,,,,,,30.0,
KouAB_stageA,KouA-A,OTM_K110,24,6,1.578,4e-05,-0.00031756,0.00031756,0.00031019,0.9768,True,kou_stageA,A,,,,,,,,30.0,
KouAB_stageA,KouA-A,OTM_K125,24,6,1.578,3.7e-05,-0.00029957,0.00029957,0.00029539,0.9861,True,kou_stageA,A,,,,,,,,30.0,
KouAB_stageA,KouA-B,ATM,24,6,1.545,0.000217,-0.00161048,0.00161048,0.00153585,0.9537,True,kou_stageA,B,,,,,,,,30.0,
KouAB_stageA,KouA-B,OTM_K110,24,6,1.545,0.000212,-0.00163157,0.00163157,0.00157201,0.9635,True,kou_stageA,B,,,,,,,,30.0,
KouAB_stageA,KouA-B,OTM_K125,24,6,1.545,0.000196,-0.00154007,0.00154007,0.00149819,0.9728,True,kou_stageA,B,,,,,,,,30.0,
KouAB_stageA,KouA-C,ATM,24,6,1.689,0.000401,-0.00330122,0.00330122,0.00303714,0.92,True,kou_stageA,C,,,,,,,,30.0,
KouAB_stageA,KouA-C,OTM_K110,24,6,1.689,0.000398,-0.00334138,0.00334138,0.00311072,0.931,True,kou_stageA,C,,,,,,,,30.0,
KouAB_stageA,KouA-C,OTM_K125,24,6,1.689,0.000372,-0.00315625,0.00315625,0.00296759,0.9402,True,kou_stageA,C,,,,,,,,30.0,
KouAB_stageA,KouA-D,ATM,24,6,1.731,0.001313,-0.01042761,0.01042761,0.00911637,0.8743,True,kou_stageA,D,,,,,,,,30.0,
KouAB_stageA,KouA-D,OTM_K110,24,6,1.731,0.00136,-0.01056094,0.01056094,0.00933626,0.884,True,kou_stageA,D,,,,,,,,30.0,
KouAB_stageA,KouA-D,OTM_K125,24,6,1.731,0.001327,-0.01002126,0.01002126,0.00895767,0.8939,True,kou_stageA,D,,,,,,,,30.0,
KouAB_stageB,KouB-A,ATM,150,50,1.426,5.7e-05,-0.00032967,0.00032967,0.00031581,0.958,True,kou_stageB,A,,,,,,,,200.0,
KouAB_stageB,KouB-A,OTM_K110,150,50,1.426,5.4e-05,-0.00033442,0.00033442,0.00032108,0.9601,True,kou_stageB,A,,,,,,,,200.0,
KouAB_stageB,KouB-A,OTM_K125,150,50,1.426,5e-05,-0.0003157,0.0003157,0.00030345,0.9612,True,kou_stageB,A,,,,,,,,200.0,
KouAB_stageB,KouB-B,ATM,150,50,1.442,0.000289,-0.0016532,0.0016532,0.00159303,0.9636,True,kou_stageB,B,,,,,,,,200.0,
KouAB_stageB,KouB-B,OTM_K110,150,50,1.442,0.000277,-0.00167748,0.00167748,0.0016195,0.9654,True,kou_stageB,B,,,,,,,,200.0,
KouAB_stageB,KouB-B,OTM_K125,150,50,1.442,0.000254,-0.0015853,0.0015853,0.00153184,0.9663,True,kou_stageB,B,,,,,,,,200.0,
KouAB_stageB,KouB-C,ATM,150,50,1.477,0.00054,-0.0033184,0.0033184,0.00318857,0.9609,True,kou_stageB,C,,,,,,,,200.0,
KouAB_stageB,KouB-C,OTM_K110,150,50,1.477,0.000521,-0.00336719,0.00336719,0.0032437,0.9633,True,kou_stageB,C,,,,,,,,200.0,
KouAB_stageB,KouB-C,OTM_K125,150,50,1.477,0.000482,-0.00318502,0.00318502,0.00307333,0.9649,True,kou_stageB,C,,,,,,,,200.0,
KouAB_stageB,KouB-D,ATM,150,50,1.594,0.001524,-0.00991983,0.00991983,0.00977775,0.9857,True,kou_stageB,D,,,,,,,,200.0,
KouAB_stageB,KouB-D,OTM_K110,150,50,1.594,0.001483,-0.01008659,0.01008659,0.00995281,0.9867,True,kou_stageB,D,,,,,,,,200.0,
KouAB_stageB,KouB-D,OTM_K125,150,50,1.594,0.001374,-0.00959326,0.00959326,0.00947585,0.9878,True,kou_stageB,D,,,,,,,,200.0,
KouBTC,KouBTC-Luna_pre,ATM,150,50,1.27,0.000784,-0.00386043,0.00386043,0.00406065,1.0519,True,kou_btc,,,,,,,,,,Luna_pre
KouBTC,KouBTC-Luna_pre,OTM_K110,150,50,1.27,0.000782,-0.00398588,0.00398588,0.00418456,1.0498,True,kou_btc,,,,,,,,,,Luna_pre
KouBTC,KouBTC-Luna_pre,OTM_K125,150,50,1.27,0.000777,-0.00411433,0.00411433,0.00430947,1.0474,True,kou_btc,,,,,,,,,,Luna_pre
KouBTC,KouBTC-Luna_post,ATM,150,50,1.25,0.002546,-0.01378255,0.01378255,0.01329223,0.9644,True,kou_btc,,,,,,,,,,Luna_post
KouBTC,KouBTC-Luna_post,OTM_K110,150,50,1.25,0.002559,-0.01392602,0.01392602,0.01343248,0.9646,True,kou_btc,,,,,,,,,,Luna_post
KouBTC,KouBTC-Luna_post,OTM_K125,150,50,1.25,0.002573,-0.01408726,0.01408726,0.01358981,0.9647,True,kou_btc,,,,,,,,,,Luna_post
KouBTC,KouBTC-FTX_pre,ATM,150,50,1.29,0.000395,-0.00293601,0.00293601,0.00295606,1.0068,True,kou_btc,,,,,,,,,,FTX_pre
KouBTC,KouBTC-FTX_pre,OTM_K110,150,50,1.29,0.000397,-0.0030436,0.0030436,0.0030655,1.0072,True,kou_btc,,,,,,,,,,FTX_pre
KouBTC,KouBTC-FTX_pre,OTM_K125,150,50,1.29,0.000391,-0.00310397,0.00310397,0.00312789,1.0077,True,kou_btc,,,,,,,,,,FTX_pre
KouBTC,KouBTC-FTX_post,ATM,150,50,1.295,0.000779,-0.00451417,0.00451417,0.00445297,0.9864,True,kou_btc,,,,,,,,,,FTX_post
KouBTC,KouBTC-FTX_post,OTM_K110,150,50,1.295,0.000778,-0.00466089,0.00466089,0.0045948,0.9858,True,kou_btc,,,,,,,,,,FTX_post
KouBTC,KouBTC-FTX_post,OTM_K125,150,50,1.295,0.000772,-0.00480799,0.00480799,0.00473621,0.9851,True,kou_btc,,,,,,,,,,FTX_post
KouBTC,KouBTC-ETF_pre,ATM,150,50,1.248,0.000329,-0.00319532,0.00319532,0.00325369,1.0183,True,kou_btc,,,,,,,,,,ETF_pre
KouBTC,KouBTC-ETF_pre,OTM_K110,150,50,1.248,0.00033,-0.00330538,0.00330538,0.00336385,1.0177,True,kou_btc,,,,,,,,,,ETF_pre
KouBTC,KouBTC-ETF_pre,OTM_K125,150,50,1.248,0.000325,-0.00335836,0.00335836,0.00341573,1.0171,True,kou_btc,,,,,,,,,,ETF_pre
KouBTC,KouBTC-ETF_post,ATM,150,50,1.265,0.000615,-0.00379939,0.00379939,0.00374187,0.9849,True,kou_btc,,,,,,,,,,ETF_post
KouBTC,KouBTC-ETF_post,OTM_K110,150,50,1.265,0.000615,-0.00394187,0.00394187,0.00388547,0.9857,True,kou_btc,,,,,,,,,,ETF_post
KouBTC,KouBTC-ETF_post,OTM_K125,150,50,1.265,0.000612,-0.00408277,0.00408277,0.00402764,0.9865,True,kou_btc,,,,,,,,,,ETF_post
