config_key,block,config_id,payoff,model_class,pair,proto_pair,axis,step,diag,scale,window,scenario,clipped,n_cal,n_eval,n_seeds,lambda_1,lambda_2,lambda_status,lambda_source
Exp03__Exp03-B2B2-A__OTM_K125,Exp03,Exp03-B2B2-A,OTM_K125,heston,A,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-B__ATM,Exp03,Exp03-B2B2-B,ATM,heston,B,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.105,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-B__OTM_K110,Exp03,Exp03-B2B2-B,OTM_K110,heston,B,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.105,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-B__OTM_K125,Exp03,Exp03-B2B2-B,OTM_K125,heston,B,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.105,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-C__ATM,Exp03,Exp03-B2B2-C,ATM,heston,C,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.11,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-C__OTM_K110,Exp03,Exp03-B2B2-C,OTM_K110,heston,C,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.11,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-C__OTM_K125,Exp03,Exp03-B2B2-C,OTM_K125,heston,C,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.11,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-D__ATM,Exp03,Exp03-B2B2-D,ATM,heston,D,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.13,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-D__OTM_K110,Exp03,Exp03-B2B2-D,OTM_K110,heston,D,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.13,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-D__OTM_K125,Exp03,Exp03-B2B2-D,OTM_K125,heston,D,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.13,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-E__ATM,Exp03,Exp03-B2B2-E,ATM,heston,E,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.2,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-E__OTM_K110,Exp03,Exp03-B2B2-E,OTM_K110,heston,E,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.2,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp03__Exp03-B2B2-E__OTM_K125,Exp03,Exp03-B2B2-E,OTM_K125,heston,E,B2B2,,,,,,,,24,6,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.2,""xi"":0.3}",derived,code/b5_thm35_387.py:315 EXP03_PAIRS_AE
Exp05_axis__Exp05ax-v1__ATM,Exp05_axis,Exp05ax-v1,ATM,heston,,,v,0.001,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v1__OTM_K110,Exp05_axis,Exp05ax-v1,OTM_K110,heston,,,v,0.001,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v1__OTM_K125,Exp05_axis,Exp05ax-v1,OTM_K125,heston,,,v,0.001,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.101,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v2__ATM,Exp05_axis,Exp05ax-v2,ATM,heston,,,v,0.005,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10500000000000001,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v2__OTM_K110,Exp05_axis,Exp05ax-v2,OTM_K110,heston,,,v,0.005,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10500000000000001,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v2__OTM_K125,Exp05_axis,Exp05ax-v2,OTM_K125,heston,,,v,0.005,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.10500000000000001,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v3__ATM,Exp05_axis,Exp05ax-v3,ATM,heston,,,v,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.11,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v3__OTM_K110,Exp05_axis,Exp05ax-v3,OTM_K110,heston,,,v,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.11,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v3__OTM_K125,Exp05_axis,Exp05ax-v3,OTM_K125,heston,,,v,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.11,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v4__ATM,Exp05_axis,Exp05ax-v4,ATM,heston,,,v,0.03,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.13,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v4__OTM_K110,Exp05_axis,Exp05ax-v4,OTM_K110,heston,,,v,0.03,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.13,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v4__OTM_K125,Exp05_axis,Exp05ax-v4,OTM_K125,heston,,,v,0.03,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.13,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v5__ATM,Exp05_axis,Exp05ax-v5,ATM,heston,,,v,0.1,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.2,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v5__OTM_K110,Exp05_axis,Exp05ax-v5,OTM_K110,heston,,,v,0.1,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.2,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-v5__OTM_K125,Exp05_axis,Exp05ax-v5,OTM_K125,heston,,,v,0.1,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.2,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa1__ATM,Exp05_axis,Exp05ax-kappa1,ATM,heston,,,kappa,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa1__OTM_K110,Exp05_axis,Exp05ax-kappa1,OTM_K110,heston,,,kappa,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa1__OTM_K125,Exp05_axis,Exp05ax-kappa1,OTM_K125,heston,,,kappa,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.01,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa2__ATM,Exp05_axis,Exp05ax-kappa2,ATM,heston,,,kappa,0.05,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.05,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa2__OTM_K110,Exp05_axis,Exp05ax-kappa2,OTM_K110,heston,,,kappa,0.05,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.05,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa2__OTM_K125,Exp05_axis,Exp05ax-kappa2,OTM_K125,heston,,,kappa,0.05,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.05,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa3__ATM,Exp05_axis,Exp05ax-kappa3,ATM,heston,,,kappa,0.1,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.1,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa3__OTM_K110,Exp05_axis,Exp05ax-kappa3,OTM_K110,heston,,,kappa,0.1,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.1,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa3__OTM_K125,Exp05_axis,Exp05ax-kappa3,OTM_K125,heston,,,kappa,0.1,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.1,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa4__ATM,Exp05_axis,Exp05ax-kappa4,ATM,heston,,,kappa,0.3,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.3,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa4__OTM_K110,Exp05_axis,Exp05ax-kappa4,OTM_K110,heston,,,kappa,0.3,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.3,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa4__OTM_K125,Exp05_axis,Exp05ax-kappa4,OTM_K125,heston,,,kappa,0.3,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.3,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa5__ATM,Exp05_axis,Exp05ax-kappa5,ATM,heston,,,kappa,1.0,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":2.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa5__OTM_K110,Exp05_axis,Exp05ax-kappa5,OTM_K110,heston,,,kappa,1.0,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":2.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-kappa5__OTM_K125,Exp05_axis,Exp05ax-kappa5,OTM_K125,heston,,,kappa,1.0,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":2.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega1__ATM,Exp05_axis,Exp05ax-omega1,ATM,heston,,,omega,0.002,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.202,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega1__OTM_K110,Exp05_axis,Exp05ax-omega1,OTM_K110,heston,,,omega,0.002,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.202,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega1__OTM_K125,Exp05_axis,Exp05ax-omega1,OTM_K125,heston,,,omega,0.002,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.202,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega2__ATM,Exp05_axis,Exp05ax-omega2,ATM,heston,,,omega,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.21000000000000002,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega2__OTM_K110,Exp05_axis,Exp05ax-omega2,OTM_K110,heston,,,omega,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.21000000000000002,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega2__OTM_K125,Exp05_axis,Exp05ax-omega2,OTM_K125,heston,,,omega,0.01,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.21000000000000002,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega3__ATM,Exp05_axis,Exp05ax-omega3,ATM,heston,,,omega,0.02,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.22,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega3__OTM_K110,Exp05_axis,Exp05ax-omega3,OTM_K110,heston,,,omega,0.02,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.22,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega3__OTM_K125,Exp05_axis,Exp05ax-omega3,OTM_K125,heston,,,omega,0.02,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.22,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega4__ATM,Exp05_axis,Exp05ax-omega4,ATM,heston,,,omega,0.06,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.26,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega4__OTM_K110,Exp05_axis,Exp05ax-omega4,OTM_K110,heston,,,omega,0.06,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.26,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega4__OTM_K125,Exp05_axis,Exp05ax-omega4,OTM_K125,heston,,,omega,0.06,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.26,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega5__ATM,Exp05_axis,Exp05ax-omega5,ATM,heston,,,omega,0.2,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.4,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega5__OTM_K110,Exp05_axis,Exp05ax-omega5,OTM_K110,heston,,,omega,0.2,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.4,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-omega5__OTM_K125,Exp05_axis,Exp05ax-omega5,OTM_K125,heston,,,omega,0.2,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.4,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi1__ATM,Exp05_axis,Exp05ax-xi1,ATM,heston,,,xi,0.003,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi1__OTM_K110,Exp05_axis,Exp05ax-xi1,OTM_K110,heston,,,xi,0.003,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
Exp05_axis__Exp05ax-xi1__OTM_K125,Exp05_axis,Exp05ax-xi1,OTM_K125,heston,,,xi,0.003,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,code/b5_thm35_387.py:254 BASE_H + :358 AXIS_PAIRS_DEF
