config_key,block,config_id,payoff,model_class,pair,proto_pair,axis,step,diag,scale,window,scenario,clipped,n_cal,n_eval,n_seeds,lambda_1,lambda_2,lambda_status,lambda_source
Exp05_diag__Exp05dg-all5_s8__OTM_K110,Exp05_diag,Exp05dg-all5_s8,OTM_K110,heston,,,,,all5,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.21600000000000003,""rho"":-0.46,""v"":0.10800000000000001,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s8__OTM_K125,Exp05_diag,Exp05dg-all5_s8,OTM_K125,heston,,,,,all5,8.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.08,""omega"":0.21600000000000003,""rho"":-0.46,""v"":0.10800000000000001,""xi"":0.324}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s16__ATM,Exp05_diag,Exp05dg-all5_s16,ATM,heston,,,,,all5,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.232,""rho"":-0.42,""v"":0.116,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s16__OTM_K110,Exp05_diag,Exp05dg-all5_s16,OTM_K110,heston,,,,,all5,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.232,""rho"":-0.42,""v"":0.116,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp05_diag__Exp05dg-all5_s16__OTM_K125,Exp05_diag,Exp05dg-all5_s16,OTM_K125,heston,,,,,all5,16.0,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.16,""omega"":0.232,""rho"":-0.42,""v"":0.116,""xi"":0.348}",derived,"code/b5_thm35_387.py:387 DIAG_BASE_STEPS × :395 DIAG_SCALES, clip :372-373"
Exp06__Exp06-G1__ATM,Exp06,Exp06-G1,ATM,heston,G1,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.005,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G1__OTM_K110,Exp06,Exp06-G1,OTM_K110,heston,G1,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.005,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G1__OTM_K125,Exp06,Exp06-G1,OTM_K125,heston,G1,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.005,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G2__ATM,Exp06,Exp06-G2,ATM,heston,G2,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G2__OTM_K110,Exp06,Exp06-G2,OTM_K110,heston,G2,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G2__OTM_K125,Exp06,Exp06-G2,OTM_K125,heston,G2,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.495,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G3__ATM,Exp06,Exp06-G3,ATM,heston,G3,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.205,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G3__OTM_K110,Exp06,Exp06-G3,OTM_K110,heston,G3,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.205,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-G3__OTM_K125,Exp06,Exp06-G3,OTM_K125,heston,G3,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.205,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H1__ATM,Exp06,Exp06-H1,ATM,heston,H1,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.002,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H1__OTM_K110,Exp06,Exp06-H1,OTM_K110,heston,H1,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.002,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H1__OTM_K125,Exp06,Exp06-H1,OTM_K125,heston,H1,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.002,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H2__ATM,Exp06,Exp06-H2,ATM,heston,H2,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H2__OTM_K110,Exp06,Exp06-H2,OTM_K110,heston,H2,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H2__OTM_K125,Exp06,Exp06-H2,OTM_K125,heston,H2,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.02,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H3__ATM,Exp06,Exp06-H3,ATM,heston,H3,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H3__OTM_K110,Exp06,Exp06-H3,OTM_K110,heston,H3,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H3__OTM_K125,Exp06,Exp06-H3,OTM_K125,heston,H3,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.303}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H4__ATM,Exp06,Exp06-H4,ATM,heston,H4,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.498,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H4__OTM_K110,Exp06,Exp06-H4,OTM_K110,heston,H4,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.498,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H4__OTM_K125,Exp06,Exp06-H4,OTM_K125,heston,H4,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.498,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H5__ATM,Exp06,Exp06-H5,ATM,heston,H5,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.201,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H5__OTM_K110,Exp06,Exp06-H5,OTM_K110,heston,H5,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.201,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp06__Exp06-H5__OTM_K125,Exp06,Exp06-H5,OTM_K125,heston,H5,,,,,,,,,150,50,,"{""T"":1.0,""kappa"":1.0,""omega"":0.2,""rho"":-0.5,""v"":0.1,""xi"":0.3}","{""T"":1.0,""kappa"":1.0,""omega"":0.201,""rho"":-0.5,""v"":0.1,""xi"":0.3}",derived,code/b5_thm35_387.py:416 EXP06_PAIRS
Exp09__Exp09-W1_luna__ATM,Exp09,Exp09-W1_luna,ATM,heston,,,,,,,W1_luna,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W1_luna__OTM_K110,Exp09,Exp09-W1_luna,OTM_K110,heston,,,,,,,W1_luna,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W1_luna__OTM_K125,Exp09,Exp09-W1_luna,OTM_K125,heston,,,,,,,W1_luna,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W2_ftx__ATM,Exp09,Exp09-W2_ftx,ATM,heston,,,,,,,W2_ftx,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W2_ftx__OTM_K110,Exp09,Exp09-W2_ftx,OTM_K110,heston,,,,,,,W2_ftx,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W2_ftx__OTM_K125,Exp09,Exp09-W2_ftx,OTM_K125,heston,,,,,,,W2_ftx,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W3_etf__ATM,Exp09,Exp09-W3_etf,ATM,heston,,,,,,,W3_etf,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W3_etf__OTM_K110,Exp09,Exp09-W3_etf,OTM_K110,heston,,,,,,,W3_etf,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W3_etf__OTM_K125,Exp09,Exp09-W3_etf,OTM_K125,heston,,,,,,,W3_etf,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W4_stab__ATM,Exp09,Exp09-W4_stab,ATM,heston,,,,,,,W4_stab,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W4_stab__OTM_K110,Exp09,Exp09-W4_stab,OTM_K110,heston,,,,,,,W4_stab,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
Exp09__Exp09-W4_stab__OTM_K125,Exp09,Exp09-W4_stab,OTM_K125,heston,,,,,,,W4_stab,,True,150,50,,not_extracted,not_extracted,not_extracted,legacy_calibration_file: exp09 calibrations (earlier lineage); lambda_2 = lambda_1 with v += 0.01
KouAB_stageA__KouA-A__ATM,KouAB_stageA,KouA-A,ATM,kou,A,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-A__OTM_K110,KouAB_stageA,KouA-A,OTM_K110,kou,A,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-A__OTM_K125,KouAB_stageA,KouA-A,OTM_K125,kou,A,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-B__ATM,KouAB_stageA,KouA-B,ATM,kou,B,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-B__OTM_K110,KouAB_stageA,KouA-B,OTM_K110,kou,B,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-B__OTM_K125,KouAB_stageA,KouA-B,OTM_K125,kou,B,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-C__ATM,KouAB_stageA,KouA-C,ATM,kou,C,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-C__OTM_K110,KouAB_stageA,KouA-C,OTM_K110,kou,C,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-C__OTM_K125,KouAB_stageA,KouA-C,OTM_K125,kou,C,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-D__ATM,KouAB_stageA,KouA-D,ATM,kou,D,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-D__OTM_K110,KouAB_stageA,KouA-D,OTM_K110,kou,D,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageA__KouA-D__OTM_K125,KouAB_stageA,KouA-D,OTM_K125,kou,D,,,,,,,,,24,6,30.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-A__ATM,KouAB_stageB,KouB-A,ATM,kou,A,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-A__OTM_K110,KouAB_stageB,KouB-A,OTM_K110,kou,A,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-A__OTM_K125,KouAB_stageB,KouB-A,OTM_K125,kou,A,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-B__ATM,KouAB_stageB,KouB-B,ATM,kou,B,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-B__OTM_K110,KouAB_stageB,KouB-B,OTM_K110,kou,B,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-B__OTM_K125,KouAB_stageB,KouB-B,OTM_K125,kou,B,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-C__ATM,KouAB_stageB,KouB-C,ATM,kou,C,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-C__OTM_K110,KouAB_stageB,KouB-C,OTM_K110,kou,C,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-C__OTM_K125,KouAB_stageB,KouB-C,OTM_K125,kou,C,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-D__ATM,KouAB_stageB,KouB-D,ATM,kou,D,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-D__OTM_K110,KouAB_stageB,KouB-D,OTM_K110,kou,D,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouAB_stageB__KouB-D__OTM_K125,KouAB_stageB,KouB-D,OTM_K125,kou,D,,,,,,,,,150,50,200.0,not_extracted,not_extracted,not_extracted,code/b5_thm35_387.py:470 KOU_PAIRS_DEF (dsigma only; Kou base is not a module-level literal)
KouBTC__KouBTC-Luna_pre__ATM,KouBTC,KouBTC-Luna_pre,ATM,kou,,,,,,,,Luna_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-Luna_pre__OTM_K110,KouBTC,KouBTC-Luna_pre,OTM_K110,kou,,,,,,,,Luna_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-Luna_pre__OTM_K125,KouBTC,KouBTC-Luna_pre,OTM_K125,kou,,,,,,,,Luna_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-Luna_post__ATM,KouBTC,KouBTC-Luna_post,ATM,kou,,,,,,,,Luna_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-Luna_post__OTM_K110,KouBTC,KouBTC-Luna_post,OTM_K110,kou,,,,,,,,Luna_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-Luna_post__OTM_K125,KouBTC,KouBTC-Luna_post,OTM_K125,kou,,,,,,,,Luna_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-FTX_pre__ATM,KouBTC,KouBTC-FTX_pre,ATM,kou,,,,,,,,FTX_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-FTX_pre__OTM_K110,KouBTC,KouBTC-FTX_pre,OTM_K110,kou,,,,,,,,FTX_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-FTX_pre__OTM_K125,KouBTC,KouBTC-FTX_pre,OTM_K125,kou,,,,,,,,FTX_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-FTX_post__ATM,KouBTC,KouBTC-FTX_post,ATM,kou,,,,,,,,FTX_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-FTX_post__OTM_K110,KouBTC,KouBTC-FTX_post,OTM_K110,kou,,,,,,,,FTX_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-FTX_post__OTM_K125,KouBTC,KouBTC-FTX_post,OTM_K125,kou,,,,,,,,FTX_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-ETF_pre__ATM,KouBTC,KouBTC-ETF_pre,ATM,kou,,,,,,,,ETF_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-ETF_pre__OTM_K110,KouBTC,KouBTC-ETF_pre,OTM_K110,kou,,,,,,,,ETF_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-ETF_pre__OTM_K125,KouBTC,KouBTC-ETF_pre,OTM_K125,kou,,,,,,,,ETF_pre,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-ETF_post__ATM,KouBTC,KouBTC-ETF_post,ATM,kou,,,,,,,,ETF_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-ETF_post__OTM_K110,KouBTC,KouBTC-ETF_post,OTM_K110,kou,,,,,,,,ETF_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
KouBTC__KouBTC-ETF_post__OTM_K125,KouBTC,KouBTC-ETF_post,OTM_K125,kou,,,,,,,,ETF_post,,150,50,,not_extracted,not_extracted,not_extracted,data/kou/btc_calibrations.csv (per-window Kou parameters)
